ID (Dino),t,x (Dino),y (Dino),z (Dino),ID (GT),x (GT),y (GT),z (GT),Distance,Multi ID (GT),Multi Distance (GT)
0.0,29.0,257.9007,257.73022,4.0661044,1896.0,265.636,262.545,4.091,9.111399032492242,,
0.0,30.0,255.04521,255.0631,4.0032487,2020.0,261.364,250.182,-0.091,8.973021603203208,,
0.0,31.0,255.45747,255.19437,4.009726,2020.0,255.909,254.455,-0.182,4.280317067329938,,
0.0,32.0,256.071,255.83347,4.030958,2020.0,251.273,257.727,-0.091,6.602787109597293,,
0.0,33.0,255.38869,255.22836,4.014456,2517.0,257.455,251.455,9.182,6.723941827353649,,
0.0,34.0,254.79832,254.69121,4.0057473,2517.0,257.545,251.545,9.0,6.510410771829807,,
0.0,35.0,255.10822,254.91858,4.0024195,2517.0,256.909,251.0,9.182,6.739891095617213,,
0.0,36.0,255.6155,255.47797,4.0039563,2517.0,257.0,250.273,9.182,7.471324481643783,,
0.0,37.0,255.52199,255.5357,4.0206275,2517.0,256.909,250.455,9.273,7.438059297212953,,
0.0,38.0,255.70172,255.63545,4.0215507,2517.0,255.909,250.636,9.455,7.386463064049698,,
0.0,39.0,255.98207,255.97655,4.01153,2517.0,255.818,250.545,9.545,7.755510596234149,,
0.0,40.0,255.525,255.5641,4.0183167,2517.0,256.455,251.182,9.636,7.185128117792954,,
0.0,41.0,254.90558,255.07646,4.000174,2517.0,256.455,252.091,9.636,6.563246791815459,,
0.0,42.0,257.90524,257.94284,4.058803,2517.0,255.455,250.909,9.545,9.25078043875266,,
0.0,43.0,255.64264,255.61023,4.0062613,2517.0,256.364,250.0,9.636,7.980538749531742,,
0.0,44.0,255.44437,255.42743,4.0150905,2971.0,257.364,247.818,0.545,8.580788561664354,,
0.0,45.0,255.44702,255.31573,4.012835,2971.0,251.909,251.818,0.545,6.064452181403119,,
0.0,46.0,256.14404,256.08774,4.03441,2840.0,257.0,251.0,7.818,6.397915216482626,,
0.0,47.0,256.3315,256.07437,4.035751,2840.0,251.455,254.818,8.0,6.408899122384504,,
0.0,48.0,255.24794,254.96687,3.9982934,2971.0,251.636,252.364,0.636,5.579073373615333,,
0.0,49.0,255.69533,255.47781,4.0084743,2474.0,255.545,251.364,6.727,4.933195091070341,,
0.0,50.0,256.0983,256.07632,4.0384274,2971.0,250.727,253.091,0.636,7.024208952235879,,
0.0,51.0,255.4979,255.4503,4.0107446,2971.0,251.818,253.091,0.727,5.467260657589771,,
0.0,52.0,257.8147,257.85867,4.069678,3457.0,256.545,255.636,9.0,5.555220521508044,,
0.0,53.0,255.40851,255.51619,4.0306745,2971.0,250.636,252.364,1.0,6.4728773679987395,,
0.0,54.0,255.39801,255.51904,4.014625,2971.0,250.818,252.091,0.818,6.5533473303591006,,
0.0,55.0,255.28207,255.39822,4.0168104,2971.0,251.727,252.364,0.636,5.768439362084704,,
0.0,56.0,255.55336,255.7225,4.029193,3761.0,257.182,255.273,9.727,5.9430230614434825,,
0.0,57.0,256.03326,256.37103,4.022198,3761.0,256.636,255.273,9.727,5.84069612697871,,
0.0,58.0,255.75499,256.01263,4.0357533,3761.0,256.273,255.545,9.636,5.643560514237526,,
0.0,59.0,256.23978,256.5008,4.0258427,3761.0,256.545,255.909,9.545,5.559180136543818,,
0.0,60.0,255.64006,255.93175,4.018168,3761.0,256.091,255.364,9.091,5.12438400652449,,
0.0,61.0,256.3062,256.43234,4.034406,3761.0,256.455,255.273,9.091,5.18992808779043,,
0.0,62.0,255.52263,255.57755,4.021662,3761.0,249.909,256.909,9.182,7.740457942114535,,
0.0,63.0,258.092,258.07297,4.0698247,3761.0,249.364,258.0,9.364,10.208408334702808,,
0.0,64.0,255.89384,255.78845,4.040752,2971.0,250.0,248.909,1.182,9.499297092185527,,
0.0,65.0,255.7306,255.8279,4.026683,2971.0,250.182,248.455,1.0,9.711201076720071,,
0.0,66.0,255.349,255.3966,4.019191,2971.0,250.545,247.545,0.909,9.71593158768017,,
0.0,67.0,255.60907,255.52414,4.0112634,2971.0,250.364,248.182,1.0,9.512385944056284,,
0.0,68.0,255.58673,255.45093,4.012872,2971.0,249.727,247.455,1.0,10.36092321785002,,
0.0,69.0,255.67717,255.40991,4.0091696,4224.0,262.727,244.545,0.909,13.317560733323658,,
0.0,70.0,256.4391,256.20975,4.0190816,3761.0,244.909,259.545,9.545,13.213738030396957,,
0.0,71.0,255.42673,255.29832,3.9921606,3761.0,244.818,259.636,9.727,12.81596671886644,,
0.0,72.0,255.64687,255.49213,3.9903343,4586.0,261.0,257.091,3.818,5.589461976322625,,
0.0,73.0,255.63124,255.5315,4.0101333,4586.0,260.182,257.636,3.818,5.017494597163932,,
0.0,74.0,255.9213,255.84413,4.0146093,4586.0,259.545,258.091,3.818,4.268287912471064,,
0.0,75.0,255.99387,256.13196,4.0322275,4586.0,259.545,257.909,3.909,3.9728554536071976,,
0.0,76.0,256.1416,255.98488,4.0104785,4586.0,259.727,258.727,3.727,4.522684525186566,,
0.0,77.0,253.61441,253.47653,3.9613054,4586.0,260.364,259.273,3.818,8.89812149089173,,
0.0,78.0,257.13477,256.66476,4.0479116,4586.0,260.273,259.091,3.545,3.998505739387494,,
0.0,79.0,253.73091,253.22473,3.9629421,4586.0,260.455,259.455,3.455,9.180830887123024,,
0.0,80.0,255.81413,255.39272,4.004335,4586.0,260.091,258.818,3.364,5.5167190419238255,,
0.0,81.0,256.30405,255.72885,4.0275984,4586.0,259.818,258.909,3.364,4.78555759149154,,
0.0,82.0,256.59726,256.3087,4.0198846,4586.0,259.909,259.364,3.364,4.553313576519521,,
0.0,83.0,256.30762,256.03564,4.030577,4586.0,259.636,258.636,3.273,4.2911430254571306,,
0.0,84.0,256.08926,255.78398,4.038,4586.0,259.091,259.909,3.273,5.158629471865538,,
0.0,85.0,255.42668,255.34995,3.991233,5237.0,251.182,251.636,4.0,5.640107247667302,,
0.0,86.0,255.92908,255.6703,4.0110497,5237.0,252.0,252.0,4.091,5.377282193345451,,
0.0,87.0,255.51268,255.25269,3.9967525,5237.0,252.636,252.455,3.909,4.013733630892332,,
0.0,88.0,255.46773,255.16621,3.9979832,5237.0,252.727,251.909,3.909,4.257808817558892,,
0.0,89.0,256.88306,256.46286,4.049993,5213.0,259.727,255.364,5.909,3.570909554896175,,
0.0,90.0,256.016,255.40956,4.0168242,5237.0,252.364,253.545,3.909,4.101867142132446,,
0.0,91.0,255.0252,254.56293,3.9959335,5237.0,252.182,254.455,3.818,2.8508061062307246,5237,2.85
0.0,92.0,255.9622,255.53824,4.0274396,5237.0,252.636,254.455,3.727,3.5110225420592416,,
0.0,93.0,255.52763,255.18732,4.0052395,5237.0,253.091,254.545,3.909,2.521706323238328,5237,2.52
0.0,94.0,256.83725,256.57175,4.0545645,5237.0,253.182,255.455,4.0,3.822428600989194,,
0.0,95.0,255.63684,255.40106,4.0123024,5237.0,254.545,255.0,4.182,1.1754832983270338,"4224,5237","3.42,1.18"
0.0,96.0,256.01276,255.78357,4.0203657,5237.0,254.545,255.0,4.182,1.671653974193393,5237,1.67
0.0,97.0,256.37872,256.1485,4.0292535,5237.0,253.455,255.364,4.273,3.036937807177176,5237,3.04
0.0,98.0,255.07346,254.79123,3.998072,5237.0,253.273,256.636,4.455,2.6179411302938225,5237,2.62
0.0,99.0,255.3748,255.21678,4.0023193,5237.0,253.273,256.091,4.545,2.3401551637770717,5237,2.34
1.0,0.0,169.1538,2.5041716,1.2928258,624.0,169.182,2.273,1.636,0.41473374614588543,624,0.41
1.0,1.0,391.93002,0.0,0.0,148.0,394.273,13.091,8.909,16.00731449308097,,
1.0,2.0,109.11087,0.0,0.0,783.0,97.636,13.727,0.273,17.893509983144735,,
1.0,3.0,358.59415,0.0,0.0,595.0,359.909,15.364,2.182,15.573774446886663,,
1.0,4.0,326.3465,0.0,0.0,951.0,341.364,1.182,1.0,15.097100060938839,,
1.0,5.0,138.53401,0.0,0.0,1129.0,117.636,6.091,0.727,21.779706884163982,,
1.0,6.0,342.31622,2.3781977,1.7705029,951.0,342.091,1.364,1.182,1.1940086626124997,"951,16","1.19,2.65"
1.0,7.0,68.99958,0.0,0.0,1063.0,77.0,7.727,1.091,11.17602479311853,,
1.0,8.0,0.0,0.0,0.0,683.0,15.182,10.636,-0.909,18.55919990193543,,
1.0,9.0,0.0,0.0,0.0,1230.0,17.727,14.636,-0.364,22.99111830685928,,
1.0,10.0,93.51572,0.0,0.0,760.0,84.455,7.545,5.091,12.842972900321797,,
1.0,11.0,0.0,0.0,0.0,1418.0,11.0,14.545,6.636,19.40601764917264,,
1.0,12.0,0.49999818,0.0,0.0,1418.0,11.273,14.273,6.636,19.07387200370505,,
1.0,13.0,407.17728,1.0246599,1.6095066,1294.0,407.182,0.818,2.182,0.6086700959563975,1294,0.61
1.0,14.0,128.98166,0.0,0.0,1129.0,118.455,7.818,1.455,13.192752546591638,,
1.0,15.0,259.85135,0.0,0.0,1083.0,281.182,11.455,9.182,25.89445458824147,,
1.0,16.0,39.090816,0.0,0.0,1633.0,18.909,0.091,5.182,20.83667684775708,,
1.0,17.0,0.0,0.0,0.48660156,1633.0,12.727,3.545,5.091,13.990855549046113,,
1.0,18.0,407.99417,1.258771,1.691603,1294.0,408.091,1.0,2.364,0.7269499329045997,1294,0.73
1.0,19.0,408.39972,1.3424052,1.674105,1294.0,408.364,1.182,2.273,0.6210321792081648,1294,0.62
1.0,20.0,0.98284864,0.0,0.0,1570.0,3.727,19.909,4.818,20.666682648325295,,
1.0,21.0,143.59712,0.0,0.0,1685.0,162.182,17.545,6.909,26.475631637685247,,
1.0,22.0,410.2663,1.3167529,1.458031,1294.0,410.182,1.091,2.273,0.8498501825730271,1294,0.85
1.0,23.0,0.5469091,0.0,1.0258547,1869.0,14.636,11.273,3.364,18.194777680212937,,
1.0,24.0,410.13583,1.1853238,1.3473408,1294.0,410.091,1.273,2.182,0.8404479907115485,1294,0.84
1.0,25.0,147.09557,0.0,0.0,2098.0,140.727,21.182,5.091,22.697006164798477,,
1.0,26.0,451.9633,1.3941547,0.9653872,1623.0,452.0,1.273,1.091,0.1783365550186774,1623,0.18
1.0,27.0,26.16491,0.87561643,0.3799559,2290.0,26.091,0.545,-0.636,1.07095112056095,2290,1.07
1.0,28.0,26.444477,1.3637068,0.364418,2290.0,26.0,0.909,-0.636,1.1853920246986813,2290,1.19
1.0,29.0,0.0,0.0,0.0,1746.0,16.727,2.091,4.182,17.368187412623115,,
1.0,30.0,264.23962,0.66052955,1.5748163,2042.0,264.364,0.091,2.273,0.9095574592453664,2042,0.91
1.0,31.0,368.51105,1.2707052,1.3187,1653.0,368.545,1.091,1.455,0.22808825354901635,1653,0.23
1.0,32.0,204.99904,0.0,0.0,421.0,198.818,8.455,2.909,10.86989243192406,,
1.0,33.0,368.78403,0.9280619,1.297244,1653.0,368.909,0.545,1.545,0.4730084097218723,1653,0.47
1.0,34.0,367.9975,0.0,0.0,1437.0,370.182,11.273,9.364,14.816783228825347,,
1.0,35.0,253.84076,0.6940357,1.4855539,2370.0,253.909,0.273,1.909,0.6010277513390713,2370,0.60
1.0,36.0,49.087322,0.0,0.0,2649.0,40.364,6.364,6.909,12.819170164861845,,
1.0,37.0,412.08746,0.0,0.0,1937.0,411.909,10.273,9.727,14.14853017000706,,
1.0,38.0,17.999878,0.0,0.0,2203.0,29.636,8.909,8.0,16.696395305540776,,
1.0,39.0,363.49908,0.0,0.0,2641.0,344.727,9.545,2.364,21.19166129699134,,
1.0,40.0,103.9993,0.0,0.0,2559.0,118.455,5.273,0.909,15.414216570750517,,
1.0,41.0,0.0,4.452247,0.0,2203.0,23.455,7.818,8.364,25.128108051682062,,
1.0,42.0,280.54437,0.0,0.0,592.0,268.818,3.636,2.909,12.617072971846548,,
1.0,43.0,62.464622,1.7321638,1.5742054,2652.0,62.455,1.636,2.364,0.7956855971447515,2652,0.80
1.0,44.0,146.51552,0.0,0.0,2671.0,162.0,18.091,4.909,24.31361106192167,,
1.0,45.0,347.1063,0.0,0.0,3221.0,347.364,18.545,1.0,18.573729681730594,,
1.0,46.0,19.961294,0.0,0.0,3039.0,36.818,10.0,-0.273,19.601608764854888,,
1.0,47.0,20.45642,0.0,0.0,3039.0,36.636,9.909,-0.091,18.973016918149842,,
1.0,48.0,0.0,0.0,1.4850951,3039.0,36.0,10.909,0.091,37.64239341683581,,
1.0,49.0,435.76993,1.2589437,0.35008514,3087.0,436.0,0.909,-0.727,1.1556406002207238,3087,1.16
1.0,50.0,245.232,0.0,0.0,3180.0,226.545,12.273,2.182,22.463116925306704,,
1.0,51.0,68.42279,1.4476683,0.7243523,3588.0,68.364,1.182,0.636,0.2860804758108812,3588,0.29
1.0,52.0,68.10087,1.0795432,0.76943314,3588.0,68.091,0.727,0.545,0.41803631313140693,3588,0.42
1.0,53.0,67.55777,0.6562245,0.7621549,3588.0,67.636,0.091,0.273,0.751579127234291,3588,0.75
1.0,54.0,67.56307,0.8951762,0.564935,3588.0,67.364,0.273,0.091,0.8070603899160439,3588,0.81
1.0,55.0,279.5253,0.0,0.0,3728.0,267.273,0.091,4.545,13.068441425434013,,
1.0,56.0,262.92023,0.9001168,0.42715186,3795.0,263.273,0.273,-0.818,1.4380978089836987,3795,1.44
1.0,57.0,262.53897,1.5962126,0.24499705,3795.0,262.636,1.182,-0.727,1.061020812287613,3795,1.06
1.0,58.0,4.4304185,0.0,0.0,3446.0,1.182,13.364,5.636,14.8631495569123,,
1.0,59.0,62.056244,0.0,0.0,3440.0,46.091,12.545,5.636,21.072032103704093,,
1.0,60.0,50.999718,0.0,0.0,3440.0,45.364,11.909,5.727,14.36607557322194,,
1.0,61.0,0.0,0.0,0.0,3380.0,26.455,6.636,3.364,27.481266655669277,,
1.0,62.0,133.99863,0.0,0.0,3669.0,148.091,11.636,5.909,19.206969287654427,,
1.0,63.0,212.30515,0.0,0.0,3398.0,221.455,13.545,1.818,16.446638076594873,,
1.0,64.0,247.25618,3.4014294,0.813848,3270.0,247.182,3.455,1.0,0.20742480249083486,3270,0.21
1.0,65.0,466.20728,3.9923732,1.5898788,4096.0,466.182,3.909,2.182,0.5984961857586734,4096,0.60
1.0,66.0,466.14383,2.9460535,1.5972487,4096.0,466.091,2.909,2.091,0.497950114985364,4096,0.50
1.0,67.0,465.86276,3.2602015,1.504703,4096.0,465.818,3.273,2.091,0.5881423564165822,4096,0.59
1.0,68.0,118.01208,0.0,0.0,4404.0,106.182,5.545,4.909,13.956937300367866,,
1.0,69.0,417.99783,0.0,0.0,1296.0,415.636,14.455,7.727,16.55994549957517,,
1.0,70.0,457.89548,7.688106,1.325873,4096.0,457.909,7.636,1.636,0.31476432733872356,4096,0.31
1.0,71.0,457.6967,8.359356,1.2262763,4096.0,457.727,8.364,1.545,0.320194399822494,4096,0.32
1.0,72.0,77.99939,0.0,0.0,3020.0,102.182,0.091,2.091,24.273013583238892,,
1.0,73.0,62.036835,0.0,0.0,4659.0,61.364,10.455,0.636,10.49591482135907,,
1.0,74.0,100.89545,2.6037023,1.3440566,4670.0,100.364,4.909,2.091,2.480879084302345,"3020,4670","2.54,2.48"
1.0,75.0,56.773956,0.6474477,1.2051626,3957.0,56.727,0.273,1.364,0.4094450703208553,3957,0.41
1.0,76.0,19.42261,1.330634,0.7088832,1728.0,19.455,1.0,0.455,0.4181203574310154,1728,0.42
1.0,77.0,56.071976,0.7579167,1.3891205,3957.0,56.091,0.273,1.636,0.5444773696262684,3957,0.54
1.0,78.0,55.895985,0.8192895,1.3591789,3957.0,55.909,0.455,1.727,0.5178499702041701,3957,0.52
1.0,79.0,54.528133,1.1700437,1.5077437,3957.0,54.545,0.818,1.909,0.5340654273479797,3957,0.53
1.0,80.0,55.152924,1.2293638,1.5116446,3957.0,55.0,1.0,1.909,0.4836163938863112,3957,0.48
1.0,81.0,55.138557,1.1084491,1.4849819,3957.0,55.091,0.818,1.909,0.5161527846165512,3957,0.52
1.0,82.0,55.767746,1.2260336,1.3955861,3957.0,55.727,0.909,1.909,0.604784567228836,3957,0.60
1.0,83.0,0.0,0.0,0.0,1728.0,6.727,11.091,0.273,12.97448800531258,,
1.0,84.0,0.0,0.42427745,0.0,1728.0,7.091,10.909,0.455,12.665650909072085,,
1.0,85.0,373.61423,0.0,0.0,4962.0,394.0,11.182,5.364,23.86187835215198,,
1.0,86.0,206.99861,0.0,0.0,4907.0,213.182,14.182,4.545,16.125149949445422,,
1.0,87.0,503.5367,0.0,0.0,4859.0,485.091,10.909,6.273,22.329367624050608,,
1.0,88.0,57.98105,3.33901,1.44341,3957.0,58.0,3.364,1.727,0.28531892804368914,3957,0.29
1.0,89.0,406.99722,0.0,0.0,4615.0,394.909,1.364,6.364,13.729022352971855,,
1.0,90.0,451.83945,2.3917055,1.1016403,4708.0,451.909,2.091,1.364,0.4050846978279221,4708,0.41
1.0,91.0,245.45035,0.0,0.0,4309.0,255.727,13.182,6.636,17.983635762061585,,
1.0,92.0,148.01761,0.0,0.0,5571.0,149.364,13.182,0.091,13.250893216387341,,
1.0,93.0,42.103344,0.0,0.0,3957.0,58.091,3.545,2.091,16.50892032733625,,
1.0,94.0,344.10858,0.72509766,1.6616328,5506.0,344.182,0.182,2.273,0.8210453202675937,5506,0.82
1.0,95.0,137.49962,0.0,0.0,5571.0,149.727,13.909,0.364,18.523001880483637,,
1.0,96.0,0.0,0.0,0.0,5496.0,10.273,8.455,3.545,13.769116856211221,,
1.0,97.0,0.4193067,0.0,0.0,4928.0,12.818,24.0,0.909,27.02876017407134,,
1.0,98.0,148.48793,0.0,0.0,5597.0,157.545,10.182,5.455,14.678578472893745,,
1.0,99.0,510.99612,0.0,0.0,5032.0,502.636,15.182,-0.455,17.33758216748806,,
2.0,0.0,29.033205,3.0540872,0.4882138,683.0,28.909,2.818,-0.545,1.0670964363820545,683,1.07
2.0,1.0,467.49823,0.0,0.0,180.0,479.091,7.727,4.273,14.57248689390046,,
2.0,2.0,357.46732,0.0,0.0,595.0,363.727,12.0,2.273,13.724070923104414,,
2.0,3.0,170.7584,1.7334801,1.1375831,624.0,170.727,1.636,1.455,0.3335293364932378,624,0.33
2.0,4.0,341.12164,1.3570752,0.7695038,951.0,341.364,1.182,1.0,0.3775158188334123,951,0.38
2.0,5.0,149.05235,0.0,0.0,624.0,171.636,2.0,1.182,22.702827386087844,,
2.0,6.0,172.24867,2.6730242,1.0438395,624.0,172.364,2.455,1.273,0.3366750591384665,624,0.34
2.0,7.0,245.01663,0.0,0.0,422.0,242.273,9.364,6.909,11.956014493839492,,
2.0,8.0,171.15164,1.5542983,1.1516603,624.0,171.182,1.364,1.364,0.28674609113112604,624,0.29
2.0,9.0,408.08447,0.64165205,1.8165702,1294.0,408.0,0.0,2.636,1.0441828054977944,1294,1.04
2.0,10.0,255.96391,0.0,0.0,422.0,238.0,12.091,6.636,22.647976498753703,,
2.0,11.0,406.62558,1.3108542,1.8131089,1294.0,406.727,1.182,2.455,0.6625055513102078,1294,0.66
2.0,12.0,406.0369,1.349349,1.5623666,1294.0,406.0,1.091,2.182,0.6723476527783525,1294,0.67
2.0,13.0,168.12921,2.0110245,1.0458122,624.0,168.091,1.909,1.273,0.251958923575033,624,0.25
2.0,14.0,132.18327,0.0,0.0,1354.0,141.909,5.364,8.0,13.688035652821041,,
2.0,15.0,372.1103,0.0,0.0,1688.0,365.636,15.091,4.273,16.968010210098285,,
2.0,16.0,392.157,0.0,0.0,1294.0,407.182,1.909,2.636,15.373464215979464,,
2.0,17.0,151.99895,0.0,0.0,1685.0,162.455,15.273,6.818,19.72507628888923,,
2.0,18.0,510.99814,0.2778138,0.0,417.0,504.364,6.909,4.818,10.54502574480833,,
2.0,19.0,330.24713,7.693346,0.21175547,1374.0,330.455,7.818,-0.818,1.0578964432357747,1374,1.06
2.0,20.0,409.2615,1.5206642,1.553936,1294.0,409.182,1.364,2.182,0.6521719939231055,1294,0.65
2.0,21.0,223.88107,0.0,0.0,1868.0,217.818,8.182,5.636,11.639176853407623,,
2.0,22.0,324.641,9.53205,0.3157051,1521.0,324.818,9.818,-0.636,1.009375549469075,1521,1.01
2.0,23.0,258.99945,0.0,0.0,1083.0,276.364,13.909,9.091,24.034020860074545,,
2.0,24.0,444.97473,1.5748568,0.7894269,1623.0,445.0,1.364,0.727,0.22135103534849088,1623,0.22
2.0,25.0,300.0695,0.0,0.0,922.0,310.364,5.0,3.364,11.928672442899897,,
2.0,26.0,335.3663,6.2355995,0.46107623,2277.0,335.364,6.545,-0.727,1.2277048047846286,2277,1.23
2.0,27.0,456.45636,1.2900791,0.9133289,1623.0,456.455,1.091,1.0,0.21713179691611295,1623,0.22
2.0,28.0,408.57474,4.7708855,2.4894607,426.0,408.364,6.182,3.818,1.9495312645235414,"1294,426","2.39,1.95"
2.0,29.0,25.9866,1.7435414,0.20018993,2290.0,25.545,1.182,-0.727,1.170478735478506,2290,1.17
2.0,30.0,369.2891,1.6471226,1.2283906,1653.0,369.091,1.545,1.455,0.31784344510957646,1653,0.32
2.0,31.0,300.84045,2.6108615,0.6057396,2462.0,300.818,2.182,-0.091,0.8184572431657072,2462,0.82
2.0,32.0,369.72412,1.0483497,1.2872149,1653.0,369.727,0.727,1.545,0.4119794677797665,1653,0.41
2.0,33.0,380.83786,0.0,0.0,1653.0,368.909,0.545,1.545,12.040836802299069,,
2.0,34.0,449.47043,0.0,0.0,1839.0,442.0,10.455,7.091,14.676397050533225,,
2.0,35.0,368.44308,0.0,0.0,1437.0,370.636,11.091,9.091,14.507427757062933,,
2.0,36.0,180.99889,0.0,0.0,1608.0,192.091,2.0,9.0,14.42341513831244,,
2.0,37.0,117.91575,4.2497525,0.82848567,2559.0,117.818,4.182,0.727,0.15634834495957975,2559,0.16
2.0,38.0,220.99849,0.0,0.0,2595.0,216.727,10.0,8.273,13.663387421137557,,
2.0,39.0,412.3135,2.0380123,0.80398554,1976.0,412.364,1.818,0.364,0.49451282850941447,1976,0.49
2.0,40.0,155.46356,0.0,0.0,2671.0,160.0,19.091,4.545,20.14206031848778,,
2.0,41.0,455.62057,5.536061,1.6137072,2876.0,455.636,5.545,2.273,0.6595339163021424,2876,0.66
2.0,42.0,455.4664,6.204036,1.5385866,2876.0,455.545,6.0,2.091,0.5941121222425608,2876,0.59
2.0,43.0,101.826096,3.547095,1.2638998,1561.0,101.818,3.545,1.273,0.012359121370071025,1561,0.01
2.0,44.0,60.54657,5.4954286,1.514857,2652.0,60.727,5.545,2.0,0.5199769601116553,2652,0.52
2.0,45.0,454.44925,7.5898805,1.6765637,2876.0,454.364,7.636,2.273,0.6042605652679525,2876,0.60
2.0,46.0,191.16498,9.075057,1.4497044,3073.0,191.182,9.364,2.091,0.7035892155429618,3073,0.70
2.0,47.0,223.5422,0.0,0.0,3180.0,228.818,12.091,2.091,13.356594911877803,,
2.0,48.0,125.571335,0.0,0.0,3197.0,99.545,13.636,3.273,29.56388233186273,,
2.0,49.0,293.356,1.9775352,1.7316626,1072.0,293.273,1.818,2.545,0.832981516168153,1072,0.83
2.0,50.0,436.26804,1.512939,0.13343363,3087.0,436.364,0.909,-0.818,1.1310068919400866,3087,1.13
2.0,51.0,435.1155,1.4073224,0.14073224,3087.0,435.364,1.091,-0.818,1.0397016970060051,3087,1.04
2.0,52.0,366.0107,8.601338,0.15838106,3076.0,366.0,8.818,-0.909,1.089201193302102,3076,1.09
2.0,53.0,208.22615,0.0,0.0,3073.0,190.545,7.182,2.364,19.22999441816092,,
2.0,54.0,403.06274,0.0,0.0,2267.0,411.273,34.545,7.182,36.22632355439343,,
2.0,55.0,334.91644,1.5250502,0.8763788,3357.0,334.818,1.273,0.727,0.3090853649228441,3357,0.31
2.0,56.0,292.94507,2.8285732,1.8581197,1072.0,292.0,3.455,2.909,1.5459357184521951,"1072,2405","1.55,2.27"
2.0,57.0,411.8718,0.0,0.0,3836.0,401.727,5.364,9.636,14.984724189653964,,
2.0,58.0,262.37766,1.3677813,0.36035615,3795.0,262.636,0.909,-0.545,1.0473249711395833,3795,1.05
2.0,59.0,262.86264,0.842893,0.50097734,3795.0,263.0,0.273,-0.455,1.1214002299101227,3795,1.12
2.0,60.0,123.99934,0.0,0.0,2046.0,124.818,17.091,2.273,17.260910004852004,,
2.0,61.0,335.1286,1.3795714,1.4854065,3731.0,335.182,1.182,1.909,0.47044390881401693,3731,0.47
2.0,62.0,472.498,1.299317,1.6733959,4096.0,472.545,1.182,2.364,0.7020728604823093,4096,0.70
2.0,63.0,472.9168,1.5993273,1.5218753,4096.0,472.818,1.455,2.364,0.8600964015012431,4096,0.86
2.0,64.0,466.68933,3.6906807,1.7776077,4096.0,466.818,3.818,2.364,0.6136954477196159,4096,0.61
