ID (Dino),t,x (Dino),y (Dino),z (Dino),ID (GT),x (GT),y (GT),z (GT),Distance,Multi ID (GT),Multi Distance (GT)
0.0,20.0,254.04918,253.63875,3.9874816,779.0,266.0,245.727,8.091,14.908277901690662,,
0.0,21.0,256.68845,256.45444,4.03908,778.0,254.364,276.909,6.273,20.707063798677506,,
0.0,22.0,255.34398,255.06807,4.0156527,778.0,253.727,276.091,6.182,21.19602016250969,,
0.0,23.0,255.93274,255.59303,4.0023875,778.0,253.364,275.909,6.091,20.58395890988067,,
0.0,24.0,256.05386,255.4657,4.0027456,778.0,253.364,275.545,6.091,20.36601192547819,,
0.0,25.0,255.51506,255.08144,4.0156755,778.0,253.545,275.727,6.182,20.85217604847273,,
0.0,26.0,255.34169,255.10167,4.017924,1147.0,265.091,258.364,0.091,11.005115837953543,,
0.0,27.0,254.17566,253.92369,4.0071473,1147.0,265.545,258.545,0.364,12.801988923647684,,
0.0,28.0,254.62712,254.54675,3.9837785,253.0,250.364,259.364,-0.636,7.919750190881141,,
0.0,29.0,255.7146,255.38966,3.9929907,1147.0,265.909,259.0,0.455,11.37882790400165,,
0.0,30.0,255.61658,255.28986,3.9942584,1213.0,259.273,251.545,-0.364,6.810858970582997,,
0.0,31.0,254.9989,254.56523,4.0053487,1213.0,258.636,251.818,-0.364,6.314030182466023,,
0.0,32.0,256.60037,256.50827,4.030755,1213.0,258.455,252.182,-0.364,6.439731054929616,,
0.0,33.0,255.9137,255.7198,4.01578,1213.0,258.364,251.636,-0.455,6.532171640304611,,
0.0,34.0,254.77466,254.8718,3.9799356,253.0,246.636,260.818,-0.545,11.048534890190071,,
0.0,35.0,254.75908,254.83582,3.978123,253.0,246.0,260.727,-0.455,11.44902021012841,,
0.0,36.0,254.52655,254.6415,4.000109,253.0,244.545,260.636,-0.545,12.498935413641483,,
0.0,37.0,256.52643,256.52505,4.029168,1358.0,264.909,249.273,8.091,11.805006912476761,,
0.0,38.0,255.37625,255.37631,4.004434,1358.0,265.727,249.0,8.091,12.8255750924064,,
0.0,39.0,255.62775,255.49849,4.011095,1358.0,266.0,248.545,7.909,13.08159992629439,,
0.0,40.0,256.0209,255.9777,3.9953246,1358.0,266.455,247.727,7.818,13.840424145009612,,
0.0,41.0,253.75633,253.88416,3.9767675,1358.0,262.455,249.909,8.0,10.375700291717964,,
0.0,42.0,254.74129,254.87943,3.9933636,1358.0,258.636,251.273,8.818,7.173020264937589,,
0.0,43.0,255.34587,255.4804,4.008247,1358.0,254.909,253.273,9.727,6.145535455264174,,
0.0,44.0,254.73367,254.95499,4.0098777,950.0,265.273,253.636,8.909,11.696948780744409,,
0.0,45.0,254.80412,255.16583,3.9911604,950.0,262.545,259.091,8.818,9.931090737045366,,
0.0,46.0,254.3921,254.57399,3.9878497,950.0,259.364,263.364,9.091,11.314866698043298,,
0.0,47.0,255.942,256.37717,4.010455,950.0,256.182,266.0,9.727,11.195326879815767,,
0.0,48.0,255.13252,255.62071,4.001044,1533.0,263.0,268.727,3.182,15.308262872985795,,
0.0,49.0,255.1292,255.48405,4.000875,1533.0,261.273,271.636,3.727,17.283135559212806,,
0.0,50.0,255.84079,256.20758,3.990566,1533.0,259.091,274.727,4.364,18.806175452038485,,
0.0,51.0,255.32242,255.57246,3.9996095,1516.0,242.455,272.273,3.364,21.092238695418047,,
0.0,52.0,256.36758,256.59586,4.009421,1533.0,255.364,281.0,5.364,24.462299692041224,,
0.0,53.0,254.2585,254.6676,3.9895155,1654.0,247.545,228.636,1.818,26.970924351544575,,
0.0,54.0,255.3964,255.95099,4.0098104,1786.0,248.091,251.545,-0.455,9.628922522694223,,
0.0,55.0,254.64897,255.16922,3.986996,1786.0,247.636,251.455,-0.364,9.0503229014945,,
0.0,56.0,254.62323,255.15935,3.9913476,1786.0,247.455,251.818,-0.273,8.985143382775009,,
0.0,57.0,255.87292,256.32086,4.0049186,1786.0,247.727,250.727,-0.545,10.878834570514691,,
0.0,58.0,255.94273,256.51532,4.0112944,1786.0,248.091,250.273,-0.455,10.980164326765385,,
0.0,59.0,255.79329,256.2187,3.9899862,1786.0,248.091,250.0,-0.727,10.965740273464927,,
0.0,60.0,256.73413,257.2075,4.0129833,1786.0,247.727,249.818,-0.727,12.577779723432043,,
0.0,61.0,255.59604,256.01553,3.9850411,1786.0,247.545,250.091,-0.727,11.050910918588986,,
0.0,62.0,254.83223,255.29846,4.0013676,1786.0,247.182,250.455,-0.636,10.173018336857062,,
0.0,63.0,255.53816,255.98122,4.0129642,2018.0,259.364,265.0,5.273,9.877405257013669,,
0.0,64.0,254.96228,255.5917,4.0014877,1786.0,247.364,249.818,-0.636,10.610172610096926,,
0.0,65.0,254.47603,255.12616,4.003629,1786.0,248.0,250.0,-0.727,9.51815799627959,,
0.0,66.0,254.97636,255.56412,4.003285,1786.0,247.545,250.818,-0.545,9.921575628156301,,
0.0,67.0,254.38045,255.02293,3.9905481,1786.0,247.636,250.818,-0.636,9.19641176921812,,
0.0,68.0,255.44815,255.69434,4.015003,1786.0,247.364,251.455,-0.545,10.203877312968286,,
0.0,69.0,253.41795,253.52278,3.966418,1786.0,246.455,252.545,-0.545,8.354137825151303,,
0.0,70.0,255.00902,255.0264,4.003654,2018.0,260.091,267.909,4.818,13.87267324231765,,
0.0,71.0,255.05032,254.85251,4.002566,2018.0,259.364,268.636,4.727,14.460886430051811,,
0.0,72.0,256.10196,255.71036,3.9937446,2018.0,259.182,269.182,4.455,13.826947864052622,,
0.0,73.0,256.05612,255.77129,4.015351,2018.0,259.273,269.818,4.455,14.417061767284649,,
0.0,74.0,256.95117,256.76923,4.024825,2018.0,259.182,270.182,4.455,13.60382490671009,,
0.0,75.0,255.63388,255.2466,4.0072565,2018.0,259.545,270.091,4.727,15.367859373386802,,
0.0,76.0,255.30246,254.90451,4.0034795,2018.0,259.364,268.909,4.727,14.599497568259677,,
0.0,77.0,256.01566,256.02478,4.01043,2018.0,258.273,268.273,4.909,12.486869306952007,,
0.0,78.0,256.7332,256.60532,4.0211816,2018.0,257.727,268.455,4.727,11.912209457366755,,
0.0,79.0,255.82224,255.87332,3.99525,2018.0,258.182,268.636,5.0,13.017833560254967,,
0.0,80.0,254.89311,254.79852,4.012839,2018.0,258.182,269.273,4.818,14.865249844466856,,
0.0,81.0,254.94228,255.03502,4.0111504,2018.0,257.909,268.636,4.727,13.939172327244563,,
0.0,82.0,255.09552,255.01291,4.0112996,2018.0,256.455,269.0,4.727,14.071215285150746,,
0.0,83.0,255.09218,255.11783,4.0135517,2018.0,256.545,267.636,4.727,12.6223719869949,,
0.0,84.0,253.48962,253.7641,3.9856656,2018.0,256.909,268.364,4.727,15.013287990544317,,
0.0,85.0,255.20497,255.26323,4.019923,2018.0,257.182,270.0,4.727,14.885596915734661,,
0.0,86.0,255.1798,255.15367,4.0192003,2434.0,250.364,278.364,2.636,23.744990870051282,,
0.0,87.0,253.69498,253.56232,3.995724,2532.0,232.182,249.182,3.0,21.97696471460461,,
0.0,88.0,256.09155,255.78127,4.0196233,2434.0,251.273,276.727,2.636,21.537326732250257,,
0.0,89.0,255.44617,255.07751,4.006977,2434.0,251.364,277.364,2.636,22.698707592361473,,
0.0,90.0,255.82716,255.54079,4.019214,2434.0,246.727,278.727,2.636,24.946473240911132,,
0.0,91.0,255.91736,255.60101,4.007915,2434.0,241.636,279.818,2.364,28.162427179434026,,
0.0,92.0,256.0292,255.5771,4.0184836,2727.0,249.909,228.818,1.273,27.587025230130713,,
0.0,93.0,255.40117,255.08934,3.9987104,2727.0,250.273,228.636,1.182,27.092640738436113,,
0.0,94.0,255.12708,254.94608,4.010374,2727.0,250.727,229.091,1.364,26.359991676035776,,
0.0,95.0,254.3776,254.34828,3.9992886,2727.0,250.182,229.636,1.364,25.20405896207374,,
0.0,96.0,255.99196,255.92451,4.0362496,1596.0,276.727,248.273,2.727,22.14049736561487,,
0.0,97.0,256.01276,256.09375,4.0341063,1596.0,273.545,248.818,2.909,19.015305458140805,,
0.0,98.0,254.18666,254.42253,3.9972987,1596.0,269.909,249.636,3.0,16.465037176196166,,
0.0,99.0,254.67793,254.71912,4.0103955,1596.0,265.455,250.818,3.182,11.491310375397566,,
1.0,0.0,485.476,3.984999,1.4984351,174.0,485.364,4.0,1.818,0.33895538838173855,174,0.34
1.0,1.0,488.5395,1.738831,1.4544253,337.0,488.455,1.545,2.0,0.5851174752484227,337,0.59
1.0,2.0,350.99695,0.0,0.0,532.0,337.818,11.455,3.545,17.81765341178521,,
1.0,3.0,20.343176,8.600363,1.662892,16.0,20.364,8.636,2.364,0.702321907965998,16,0.70
1.0,4.0,59.176834,4.6093698,0.22233677,559.0,59.091,4.455,-0.818,1.055224196899442,559,1.06
1.0,5.0,110.07874,0.0,0.0,91.0,127.818,25.182,6.0,31.381753764689442,,
1.0,6.0,60.580444,5.674255,0.34487075,559.0,60.182,5.636,-0.545,0.9757515144064911,559,0.98
1.0,7.0,349.4364,0.0,0.0,351.0,335.364,6.636,6.0,16.675399178430496,,
1.0,8.0,0.0,0.0,0.0,604.0,10.273,9.182,3.818,14.297579410515613,,
1.0,9.0,169.11522,0.0,0.0,300.0,173.818,9.727,8.273,13.60783589438086,,
1.0,10.0,0.0,0.0,0.0,604.0,9.091,9.455,3.909,13.68662072974918,,
1.0,11.0,442.58664,0.0,0.0,545.0,432.909,8.364,0.818,12.817267102218006,,
1.0,12.0,389.4652,0.0,0.0,366.0,394.909,19.364,-0.091,20.114863545149895,,
1.0,13.0,63.685814,5.848126,1.9600295,207.0,64.364,5.364,3.364,1.6326197963219282,"207,559","1.63,3.49"
1.0,14.0,301.75513,1.9165256,0.51526827,620.0,301.636,1.636,0.0,0.5986551254471552,620,0.60
1.0,15.0,295.46555,3.8601797,0.6108357,620.0,295.364,3.818,0.182,0.4427093710173599,620,0.44
1.0,16.0,302.98007,0.0,0.0,135.0,309.909,6.909,7.455,12.301275419439227,,
1.0,17.0,433.68427,9.187071,0.6375079,545.0,433.636,9.182,0.182,0.45808640549945406,545,0.46
1.0,18.0,3.99994,0.0,0.0,571.0,22.182,1.545,4.182,18.720669187921676,,
1.0,19.0,0.0,0.0,0.0,571.0,17.727,4.818,4.182,18.840084315097954,,
1.0,20.0,71.75003,16.447784,0.348906,61.0,71.909,16.545,-0.364,0.736856415044345,61,0.74
1.0,21.0,430.3744,0.416642,0.0,766.0,422.0,5.091,8.545,12.845124486440902,,
1.0,22.0,0.48269564,0.0,0.0,571.0,8.364,10.273,4.182,13.60656501160212,,
1.0,23.0,454.4582,0.0,0.0,320.0,460.182,3.364,5.818,8.82765577262732,,
1.0,24.0,510.998,0.0,0.54831463,890.0,471.091,5.545,4.273,40.4621916745187,,
1.0,25.0,41.999756,0.0,0.0,984.0,52.818,3.455,6.364,13.018138278706983,,
1.0,26.0,206.37251,0.0,0.0,1057.0,185.727,25.909,0.455,33.13186365359033,,
1.0,27.0,470.12558,1.0517442,0.63391966,1157.0,470.0,0.545,0.0,0.82122722554002,1157,0.82
1.0,28.0,291.99774,0.0,0.0,532.0,311.727,13.636,1.818,24.051804924944783,,
1.0,29.0,388.2494,1.5661638,1.766934,1202.0,388.273,1.364,2.273,0.5454630678482661,1202,0.55
1.0,30.0,298.99783,0.0,0.0,532.0,311.545,15.455,1.727,19.981767414543185,,
1.0,31.0,388.1832,1.7829604,1.6572169,1202.0,388.182,1.636,2.182,0.5449734867071697,1202,0.54
1.0,32.0,346.02542,0.0,0.0,935.0,373.091,3.636,9.091,28.782154153857224,,
1.0,33.0,246.10356,0.0,0.0,1018.0,261.273,2.0,5.455,16.2440430593372,,
1.0,34.0,0.0,0.0,0.0,1261.0,10.0,27.182,9.818,30.581926819610302,,
1.0,35.0,0.0,0.0,0.0,1344.0,6.727,24.273,3.091,25.37686621708835,,
1.0,36.0,196.37679,0.0,0.0,116.0,224.091,3.182,0.182,27.896875881074937,,
1.0,37.0,286.0346,1.041886,0.5217811,1140.0,286.091,1.0,-0.273,0.79787993702888,1140,0.80
1.0,38.0,283.21573,3.9835496,0.4422923,1140.0,283.091,4.091,-0.273,0.7339933486070906,1140,0.73
1.0,39.0,510.48218,0.0,0.0,461.0,495.182,10.727,4.727,19.274557479548015,,
1.0,40.0,0.0,0.0,0.0,1344.0,6.727,23.273,2.818,24.389058653420797,,
1.0,41.0,26.55355,8.364147,1.7043219,1148.0,26.545,8.364,2.273,0.5687423894247817,1148,0.57
1.0,42.0,510.85156,0.2623262,0.39338225,461.0,496.182,9.818,4.545,17.992854757034003,,
1.0,43.0,0.0,0.0,0.0,1344.0,7.727,23.0,2.727,24.416040997672003,,
1.0,44.0,88.99906,0.0,0.0,1105.0,70.455,2.909,4.818,19.37930768328941,,
1.0,45.0,347.6322,0.0,0.0,935.0,357.0,1.273,7.364,11.983517924215734,,
1.0,46.0,199.07452,0.0,0.0,1119.0,213.545,1.273,0.273,14.528931462100008,,
1.0,47.0,213.94968,1.189827,0.73652124,1119.0,213.909,1.0,0.545,0.2727077881178649,1119,0.27
1.0,48.0,0.0,0.0,0.0,244.0,5.818,37.727,2.273,38.240582919197244,,
1.0,49.0,206.32553,2.0913835,0.553043,1119.0,206.273,1.909,0.091,0.4995066324096698,1119,0.50
1.0,50.0,81.99936,0.0,0.0,1668.0,71.091,12.818,0.909,16.85585129530989,,
1.0,51.0,343.5,4.7801237,1.2492627,978.0,343.636,4.818,1.364,0.1819210326295081,978,0.18
1.0,52.0,97.148834,0.0,0.0,1668.0,72.0,13.0,0.818,28.321952184825744,,
1.0,53.0,510.99567,0.0,0.0,1310.0,508.636,20.818,6.0,21.79351202786967,,
1.0,54.0,0.4999986,0.0,0.0,1705.0,6.0,37.455,6.727,38.44970181158759,,
1.0,55.0,345.93024,5.358158,1.0780653,978.0,345.818,5.273,1.182,0.17507748121360342,978,0.18
1.0,56.0,120.11324,0.0,0.0,1771.0,130.909,6.273,6.727,14.182788582560192,,
1.0,57.0,346.95123,5.7439957,1.1464043,978.0,347.091,5.636,1.273,0.2173135876492301,978,0.22
1.0,58.0,85.99919,0.0,0.0,1668.0,71.636,13.909,0.455,19.999213308930432,,
1.0,59.0,237.0225,0.0,0.0,1639.0,248.0,4.818,8.818,14.88206149194391,,
1.0,60.0,328.9961,0.0,0.0,1460.0,295.273,4.455,3.455,34.19110298908181,,
1.0,61.0,0.0,0.19674757,0.8032504,1898.0,14.909,7.909,4.273,17.14048659842366,,
1.0,62.0,56.65132,3.2212543,0.5311847,1440.0,56.727,3.364,-0.091,0.6428200356107295,1440,0.64
1.0,63.0,225.32076,0.0,0.0,1974.0,232.0,21.273,8.545,23.878228597984396,,
1.0,64.0,495.02435,0.0,0.0,1125.0,505.727,5.455,6.727,13.76794360180557,,
1.0,65.0,510.99875,0.27501056,0.25003678,1125.0,500.909,8.091,6.909,14.395642992030744,,
1.0,66.0,374.99756,0.0,0.0,1600.0,392.909,6.909,9.364,21.3597392276591,,
1.0,67.0,57.965443,4.378011,0.965417,1350.0,58.636,5.0,1.091,0.9231945061897862,"1350,1440","0.92,2.83"
1.0,68.0,510.9954,0.0,0.0,1779.0,510.727,16.182,0.364,16.188318583472466,,
1.0,69.0,380.39838,0.0,0.0,2034.0,365.455,2.727,6.364,16.46941501160256,,
1.0,70.0,466.85693,1.6570176,0.9197811,1964.0,466.727,1.364,0.909,0.3207138146805816,1964,0.32
1.0,71.0,258.99808,0.0,0.0,1991.0,269.636,4.727,2.818,11.977102943800732,,
1.0,72.0,442.7092,6.4893417,0.5770811,2003.0,442.727,6.455,-0.091,0.6691999316617558,2003,0.67
1.0,73.0,385.04822,1.2207099,0.38057828,1501.0,385.455,0.818,-0.455,1.012835768506298,1501,1.01
1.0,74.0,379.081,3.491185,0.19250856,1501.0,378.818,3.182,-0.909,1.1739188523821786,1501,1.17
1.0,75.0,6.4255667,0.0,0.0,1584.0,10.091,4.182,5.273,7.663488388243887,,
1.0,76.0,125.67656,1.0869287,0.30804408,2196.0,125.727,0.909,-0.364,0.6970265858249148,2196,0.70
1.0,77.0,103.99942,0.0,0.0,2125.0,110.545,17.273,8.727,20.42943160091342,,
1.0,78.0,232.23871,3.7529457,1.5356258,2309.0,232.182,3.818,2.182,0.6521101843048696,2309,0.65
1.0,79.0,327.47113,0.0,0.0,2224.0,342.364,19.182,3.0,24.469301192246967,,
1.0,80.0,102.999344,0.0,0.0,2065.0,119.0,4.273,4.273,17.103743754813923,,
1.0,81.0,231.71703,4.39259,1.5134845,2309.0,231.909,4.455,2.455,0.9629116915586026,2309,0.96
1.0,82.0,105.529175,0.0,0.0,2445.0,117.727,2.909,8.545,15.174526046325967,,
1.0,83.0,510.99835,5.7499814,0.0,2279.0,499.909,2.455,3.545,12.099488040774556,,
1.0,84.0,510.99802,4.5832367,0.0,2279.0,499.818,2.273,3.455,11.927575856410522,,
1.0,85.0,510.99716,0.0,0.0,2279.0,499.455,3.182,3.636,12.512676670704817,,
1.0,86.0,466.41782,6.9232593,1.1943659,2527.0,466.364,6.909,1.273,0.09634958079464194,2527,0.10
1.0,87.0,0.0,0.0,0.0,1710.0,16.0,4.0,4.182,17.014379918175095,,
1.0,88.0,466.4654,5.589299,1.1749862,2527.0,466.364,5.727,1.273,0.1971046178846216,2527,0.20
1.0,89.0,466.17148,5.497078,1.1250904,2527.0,466.273,5.636,1.182,0.1812300611272044,2527,0.18
1.0,90.0,466.2829,5.094485,1.1822149,2527.0,466.364,5.182,1.182,0.11931526057889179,2527,0.12
1.0,91.0,159.61618,4.6596713,1.3797607,1733.0,159.545,4.636,1.636,0.2669934488113589,1733,0.27
1.0,92.0,53.9996,0.0,0.0,2653.0,39.455,19.818,0.182,24.58315759132663,,
1.0,93.0,169.89958,0.0,0.0,1733.0,152.364,14.0,2.727,22.603829209591886,,
1.0,94.0,318.39352,4.6202555,1.8494235,2610.0,318.273,4.545,2.364,0.5338327781548259,2610,0.53
1.0,95.0,317.41153,5.3602176,1.6453495,2610.0,317.364,5.273,2.273,0.6354613763243326,2610,0.64
1.0,96.0,317.0815,5.018517,1.6409394,2610.0,317.091,4.909,2.182,0.5521148396496512,2610,0.55
1.0,97.0,467.6157,5.263216,1.0753834,2527.0,467.636,5.273,1.091,0.027417054027754604,2527,0.03
1.0,98.0,447.9976,0.0,0.0,2527.0,467.727,5.545,1.091,20.522829492055912,,
1.0,99.0,189.99858,0.0,0.0,2518.0,197.182,11.545,2.273,13.786046456341273,,
2.0,0.0,22.006939,9.991023,1.7827363,16.0,21.909,9.909,2.364,0.5951363786458443,16,0.60
2.0,1.0,480.64905,7.326039,1.7499645,174.0,480.636,7.273,2.273,0.5258798078280333,174,0.53
2.0,2.0,484.02316,4.751733,1.6881418,337.0,484.0,4.818,2.273,0.5890558674661013,337,0.59
2.0,3.0,432.48715,8.509,0.9832907,545.0,432.455,8.545,0.909,0.08859306184171566,545,0.09
2.0,4.0,20.135868,9.165518,1.8728966,16.0,20.091,9.091,2.455,0.5885664261912669,16,0.59
2.0,5.0,59.369568,4.8845906,0.20735346,559.0,59.545,4.909,-0.636,0.8617524377257844,559,0.86
2.0,6.0,432.66995,9.093142,1.1305878,545.0,432.636,9.091,1.273,0.14641866470104284,545,0.15
2.0,7.0,60.87272,6.1033583,0.28799748,559.0,60.636,6.182,-0.636,0.9570748238383661,559,0.96
2.0,8.0,59.49183,5.945826,0.23816016,559.0,59.818,5.909,-0.545,0.8491659787033534,559,0.85
2.0,9.0,347.4697,0.0,0.0,458.0,357.364,5.727,6.182,12.996646701745792,,
2.0,10.0,243.45364,0.0,0.0,517.0,255.727,4.364,9.636,16.20285029522892,,
2.0,11.0,21.803205,4.6401076,1.2940935,776.0,21.818,4.636,1.727,0.43317871848119477,776,0.43
2.0,12.0,21.481783,5.0485773,1.2533767,776.0,21.455,5.0,1.455,0.20911489250452753,776,0.21
2.0,13.0,434.02313,6.2782774,0.8223272,545.0,434.0,6.364,0.455,0.37790558729740825,545,0.38
2.0,14.0,61.097984,7.2425904,0.42321146,559.0,60.909,6.909,-0.545,1.041360138714504,559,1.04
2.0,15.0,433.85788,7.6570015,0.6441823,545.0,433.909,7.818,0.455,0.2536212018651768,545,0.25
2.0,16.0,352.6653,0.0,0.0,532.0,334.182,10.364,3.636,21.500357459586564,,
2.0,17.0,282.08142,9.586019,0.59705853,620.0,282.091,9.636,0.0,0.5992234683377824,620,0.60
2.0,18.0,47.999477,0.0,0.0,234.0,39.0,8.455,6.909,14.149625163711192,,
2.0,19.0,510.99927,0.0,2.425284,862.0,498.455,4.0,3.182,13.188302731494945,,
2.0,20.0,262.51318,18.051447,0.17335217,620.0,262.545,18.182,-0.636,0.820431309307922,620,0.82
2.0,21.0,396.25845,17.912066,0.700003,366.0,396.182,17.818,0.182,0.5319963560636429,366,0.53
2.0,22.0,97.97809,0.0,0.0,84.0,79.636,15.545,9.0,25.672539620538128,,
2.0,23.0,309.68732,16.034939,1.4061085,532.0,309.636,16.0,1.818,0.4165442160122352,532,0.42
2.0,24.0,329.54114,14.313653,0.37566388,1085.0,329.273,14.182,-0.273,0.7141403232038034,1085,0.71
2.0,25.0,118.39969,0.0,0.0,1046.0,128.0,34.364,0.364,35.68168919902895,,
2.0,26.0,328.5918,14.027642,0.45423487,1085.0,328.545,14.0,-0.182,0.6385523705757526,1085,0.64
2.0,27.0,445.7049,2.9571567,1.6858134,897.0,445.727,2.909,1.909,0.2293899216932787,897,0.23
2.0,28.0,469.4358,0.6983513,0.6163765,1157.0,469.636,0.091,-0.091,0.9535917126128776,1157,0.95
2.0,29.0,463.81317,3.1187143,0.45840886,1157.0,464.091,2.818,-0.273,0.8381989737592063,1157,0.84
2.0,30.0,387.80692,1.7878702,1.5407401,1202.0,388.0,1.545,2.182,0.7123763610592742,1202,0.71
2.0,31.0,446.26163,3.3323748,1.5689087,897.0,446.273,3.273,1.909,0.34542254719506954,897,0.35
2.0,32.0,387.45718,1.6794902,1.6987845,1202.0,387.545,1.273,2.182,0.6375294930717276,1202,0.64
2.0,33.0,286.6284,0.0,0.0,1018.0,261.273,2.0,5.455,26.012561084214656,,
2.0,34.0,447.11383,2.813842,1.4577549,897.0,447.091,2.727,1.909,0.4600922539426305,897,0.46
2.0,35.0,386.8676,1.2406393,1.7857645,1202.0,386.909,1.0,2.455,0.7123885085855477,1202,0.71
2.0,36.0,224.02818,3.3339443,0.6414372,116.0,224.091,3.182,0.182,0.4879712731773584,116,0.49
2.0,37.0,26.93353,5.4166656,0.48304498,1148.0,26.909,5.364,-0.273,0.758273959797223,1148,0.76
2.0,38.0,25.321049,7.896023,0.88592607,1148.0,25.455,7.818,0.455,0.45796040957231754,1148,0.46
2.0,39.0,280.8006,7.132653,0.44881973,1140.0,280.636,7.091,-0.273,0.7415199626620018,1140,0.74
2.0,40.0,510.43143,0.0,0.0,461.0,495.455,10.364,4.636,18.793574634563267,,
2.0,41.0,331.66266,8.025227,0.5331703,1488.0,331.818,8.091,-0.182,0.7347959996700307,1488,0.73
2.0,42.0,27.09922,7.8658686,1.530208,1148.0,27.091,7.818,2.182,0.6535990992420047,1148,0.65
2.0,43.0,145.02399,0.0,0.0,1266.0,135.091,41.364,-0.545,42.543410903923764,,
2.0,44.0,330.54712,7.6011853,0.56979686,1488.0,330.545,7.636,-0.182,0.7526055251205306,1488,0.75
2.0,45.0,331.46576,7.5489216,0.36330172,1488.0,331.455,7.727,-0.455,0.8375233722717944,1488,0.84
2.0,46.0,213.54623,1.4473898,0.6819707,1119.0,213.545,1.273,0.273,0.4446013368204488,1119,0.44
2.0,47.0,232.12462,0.0,0.0,1119.0,213.909,1.0,0.545,18.251187276021252,,
2.0,48.0,213.89767,1.075839,0.80958766,1119.0,213.727,0.909,0.455,0.4274294204254967,1119,0.43
2.0,49.0,344.56775,6.2852936,1.1112664,978.0,344.545,6.364,1.182,0.10823817288701217,978,0.11
2.0,50.0,200.49884,4.562753,0.3969418,1119.0,200.545,4.455,-0.364,0.7699180979794141,1119,0.77
2.0,51.0,479.64008,7.2208242,0.45073372,1659.0,479.818,7.273,-0.364,0.8355650034621295,1659,0.84
2.0,52.0,344.50687,5.0703106,1.3098922,978.0,344.636,5.182,1.455,0.22406550960200985,978,0.22
2.0,53.0,345.64227,5.8359323,1.1796957,978.0,345.636,5.727,1.364,0.21418131076678837,978,0.21
2.0,54.0,446.9367,0.0,0.0,1498.0,429.0,11.455,1.636,21.34522728597658,,
2.0,55.0,481.69656,7.889562,0.4015452,1659.0,481.909,7.909,-0.455,0.8827107505219625,1659,0.88
2.0,56.0,346.47266,5.265935,1.2624438,978.0,346.455,5.182,1.455,0.21079575418741517,978,0.21
2.0,57.0,477.30518,10.927893,0.4946141,1659.0,477.455,11.091,-0.273,0.7989251106128804,1659,0.80
2.0,58.0,465.996,0.0,0.0,1659.0,477.182,9.545,-0.545,14.714980326184632,,
2.0,59.0,347.53293,6.130725,1.0038213,978.0,347.545,6.091,1.0,0.04169367888169434,978,0.04
2.0,60.0,476.5041,9.365795,0.19671448,1659.0,476.545,9.273,-0.818,1.0197691885650753,1659,1.02
2.0,61.0,32.141678,2.684602,1.7245388,762.0,32.0,2.455,2.273,0.6112277987734522,762,0.61
2.0,62.0,26.609182,4.515848,1.7581785,762.0,26.636,4.455,2.273,0.5190981227959218,762,0.52
2.0,63.0,501.99664,0.0,0.0,1125.0,510.818,2.455,6.455,11.203144301918076,,
2.0,64.0,66.01466,3.3071172,0.61488885,1350.0,66.0,3.273,0.091,0.5252032236098354,1350,0.53
2.0,65.0,56.072876,3.3612754,0.41103315,1440.0,56.455,3.182,-0.273,0.8037784338485828,1440,0.80
