z,y,x,t,intensity_raw,total_intensity,feature_0,feature_1,feature_2,norm,particle,t_0,track_length,t_end,track_id
3.1319447,288.07556,227.9365,42,8.336,1541.624,0.4868,-0.5254,0.534,0.8936,0,0,46,47,0
2.8057964,286.81458,228.4416,43,8.46,1607.286,-1.906,-0.4028,0.3962,1.987,0,0,46,47,0
2.9081655,287.21625,228.81654,44,9.12,1586.518,-3.172,-0.4001,-0.1713,3.201,0,0,46,47,0
2.8241458,287.07462,229.596,45,9.27,1816.9591,-1.027,1.13,0.7646,1.708,0,0,46,47,0
2.4274507,289.88556,224.59865,46,9.85,1644.8479,4.348,2.025,0.4448,4.816,0,0,46,47,0
2.448758,292.7837,220.48764,47,10.42,1834.3164,3.55,1.863,0.9,4.11,0,0,46,47,0
1.2928258,2.5041716,169.1538,0,11.76,1234.4008,3.918,2.266,-1.048,4.645,1,0,16,15,1
1.3784705,2.7965226,170.00984,1,11.695,1321.7819,4.793,2.059,-0.677,5.258,1,0,16,15,1
1.1034833,2.170039,169.7059,2,12.11,1174.6361,4.777,3.287,-0.4883,5.82,1,0,16,15,1
1.1375831,1.7334801,170.7584,3,12.42,1093.1628,4.938,3.37,-0.8384,6.035,1,0,16,15,1
1.0596321,1.7670915,171.41685,4,12.086,1135.9662,3.225,-3.443,-0.7686,4.78,1,0,16,15,1
0.99091685,2.3251624,171.736,5,11.266,1047.8015,2.219,3.15,-0.2411,3.86,1,0,16,15,1
1.0438395,2.6730242,172.24867,6,11.19,1118.3872,-0.759,3.01,-1.729,3.553,1,0,16,15,1
1.1103365,2.3618178,172.1319,7,11.49,1034.3826,1.1875,3.285,-1.397,3.762,1,0,16,15,1
1.1516603,1.5542983,171.15164,8,12.98,1245.4973,3.316,3.447,-1.543,5.023,1,0,16,15,1
1.1137319,2.4310546,171.22406,9,12.88,1211.1023,2.854,3.465,-1.23,4.656,1,0,16,15,1
1.1831846,2.4831903,171.96564,10,12.266,1177.3124,1.743,1.85,0.18,2.549,1,0,16,15,1
1.0824229,2.701661,170.59518,11,10.6,1060.0118,4.277,-2.033,-0.01211,4.74,1,0,16,15,1
1.2864306,2.698833,169.03409,12,10.72,1136.5159,0.7676,1.497,-0.6865,1.817,1,0,16,15,1
1.0458122,2.0110245,168.12921,13,12.266,1128.1456,3.637,-1.442,-0.8076,3.994,1,0,16,15,1
1.0539029,2.8602471,167.9883,14,10.08,1007.95795,0.005325,2.521,-0.8228,2.652,1,0,16,15,1
1.1162555,2.8415742,167.91205,15,10.016,1071.7457,2.05,1.39,-1.185,2.746,1,0,16,15,1
0.4882138,3.0540872,29.033205,0,5.312,440.84906,-4.9,2.287,0.01883,5.406,2,0,21,21,2
0.4115223,4.7105875,26.357151,1,5.316,436.0233,-5.453,2.33,0.5674,5.957,2,0,21,21,2
0.36493418,4.559874,27.504189,2,3.46,273.46487,-6.48,2.832,0.874,7.125,2,0,21,21,2
0.2989652,4.3876886,28.114029,3,3.467,232.25996,-6.074,2.484,1.163,6.664,2,0,21,21,2
0.53236675,4.242498,28.40179,4,4.33,372.2719,-5.453,-2.979,0.1719,6.22,2,0,21,21,2
0.47103018,4.2051697,28.25981,5,4.32,358.6636,-5.957,3.6,0.42,6.977,2,0,21,21,2
0.58868515,4.656791,27.2298,6,5.863,492.42657,-4.652,4.484,0.3193,6.47,2,0,21,21,2
0.42951155,7.8978343,20.483282,7,4.96,367.21124,-4.926,1.68,0.4436,5.227,2,0,21,21,2
0.39099163,13.22034,17.078917,8,5.695,854.2838,-2.8,1.429,0.6826,3.217,2,0,21,21,2
0.49408346,14.879449,17.748041,9,4.86,452.0375,-7.8,2.357,0.08075,8.15,2,0,21,21,2
0.4037085,15.540473,17.598433,10,5.887,441.5048,-3.45,2.268,-0.2211,4.133,2,0,21,21,2
0.318569,17.038614,18.183636,11,6.86,432.17453,-0.4854,-0.9253,-0.1477,1.055,2,0,21,21,2
0.3894609,16.268927,18.887945,12,6.992,454.51117,-0.2354,2.531,-0.1442,2.545,2,0,21,21,2
0.48629832,16.812595,19.96897,13,5.62,444.18097,-1.758,-3.334,-0.249,3.777,2,0,21,21,2
0.5275759,15.587777,20.703112,14,6.15,528.6404,-2.738,1.772,0.5127,3.303,2,0,21,21,2
0.5143352,16.840261,20.456562,15,5.844,479.2413,-4.547,2.518,-0.544,5.227,2,0,21,21,2
0.6338266,18.646933,20.561943,16,7.56,718.17566,2.203,3.174,0.2454,3.871,2,0,21,21,2
0.3606798,20.555414,15.511072,17,6.727,592.0849,0.846,2.574,0.44,2.744,2,0,21,21,2
4.262829,16.105839,12.012566,19,9.195,1636.4817,-1.6045,-0.5693,-0.2013,1.715,2,0,21,21,2
4.1089215,18.01119,12.463742,20,8.484,1416.392,1.553,-0.4734,0.6626,1.753,2,0,21,21,2
4.1499553,17.503744,12.9043,21,8.914,1658.6742,0.05902,0.03683,0.497,0.502,2,0,21,21,2
0.8549895,11.928149,99.74725,0,9.45,831.8318,0.1481,4.727,-0.4717,4.75,3,0,27,34,3
0.8074707,13.406956,97.52914,1,8.85,787.4714,-1.234,3.596,-0.363,3.818,3,0,27,34,3
0.6797085,13.564375,97.64728,2,9.484,701.95166,-1.41,4.875,0.3743,5.09,3,0,27,34,3
0.6013791,14.868995,97.390785,3,8.37,610.9691,-7.33,3.135,-0.968,8.02,3,0,27,34,3
0.5400156,13.265629,98.04024,4,7.582,576.0862,-4.125,-4.508,-0.2842,6.117,3,0,27,34,3
0.58779645,13.569725,98.5093,5,6.867,521.8671,-6.355,3.412,-0.007812,7.215,3,0,27,34,3
0.74033266,12.373188,98.194534,6,7.582,735.58636,-1.781,4.43,-0.4639,4.797,3,0,27,34,3
0.5748603,12.233756,99.47505,7,7.527,654.7715,-2.545,3.88,-0.5073,4.668,3,0,27,34,3
0.53586996,11.947972,98.890366,8,7.9,647.75305,-4.223,3.514,-0.396,5.508,3,0,27,34,3
0.55129117,12.149522,98.38303,9,7.477,650.43695,-3.68,4.06,-0.618,5.51,3,0,27,34,3
0.7317503,12.5091305,98.26397,10,7.457,723.5206,-2.264,3.822,0.2588,4.45,3,0,27,34,3
0.7577019,11.922209,97.45046,11,6.89,654.4964,-2.338,-3.084,0.5737,3.91,3,0,27,34,3
0.80719477,12.17454,96.83583,12,7.355,735.5155,-5.293,3.951,-1.025,6.684,3,0,27,34,3
0.85967755,12.409381,97.343025,13,7.473,836.7506,-2.045,-3.064,-0.8115,3.773,3,0,27,34,3
0.8459059,13.021009,97.160645,14,7.49,786.3208,-1.5205,4.277,0.1626,4.543,3,0,27,34,3
0.54175603,12.82649,97.37188,15,7.027,639.6201,-3.521,3.803,-1.102,5.3,3,0,27,34,3
2.9420156,34.705242,66.03075,20,8.76,1821.9675,12.32,-1.008,0.9136,12.4,3,0,27,34,3
2.6497927,34.094566,65.350876,21,9.35,1898.6294,12.41,-0.958,-0.1471,12.44,3,0,27,34,3
2.3199236,34.23222,65.401146,22,9.79,1791.409,11.734,1.059,0.3098,11.79,3,0,27,34,3
2.2399952,35.03847,65.000984,23,9.875,1678.9773,12.62,0.884,0.2573,12.66,3,0,27,34,3
3.167999,34.206825,65.57555,24,12.984,3894.8625,16.22,0.6704,0.02087,16.23,3,0,27,34,3
6.727341,30.762518,64.50513,29,9.84,1082.464,4.082,-3.354,0.06573,5.28,3,0,27,34,3
6.967934,30.476564,64.68143,30,9.43,1103.4088,-4.438,-2.3,-0.2227,5.004,3,0,27,34,3
6.904554,30.461166,64.84197,31,10.6,1208.8619,-2.393,2.264,0.1091,3.295,3,0,27,34,3
6.8382983,30.560324,64.667534,32,10.41,1144.5864,-5.273,-1.884,-0.925,5.676,3,0,27,34,3
6.8571734,29.683243,65.66941,33,10.85,1280.0244,-1.009,-1.193,-0.4395,1.623,3,0,27,34,3
6.944467,29.448402,65.44082,34,9.84,1122.3953,-2.223,1.589,-0.3345,2.754,3,0,27,34,3
0.23064262,12.752108,307.54413,0,4.883,292.94742,-8.69,2.506,0.2245,9.05,4,0,18,17,4
0.5029274,14.507391,303.6573,1,5.203,473.41107,-5.945,1.334,1.053,6.184,4,0,18,17,4
0.6024689,16.20199,301.97144,2,6.715,584.03546,-4.973,1.921,0.8813,5.402,4,0,18,17,4
0.47035325,16.664574,302.22644,3,5.312,430.26715,-9.55,2.55,-0.01262,9.88,4,0,18,17,4
0.47909024,16.872557,302.19885,4,5.035,463.2328,-5.582,-2.152,0.03717,5.98,4,0,18,17,4
0.38384593,16.219559,301.8123,5,6.305,472.73834,-4.7,3.03,0.553,5.617,4,0,18,17,4
0.45622116,16.37235,301.1291,6,8.375,535.89734,-1.279,3.69,0.1913,3.91,4,0,18,17,4
0.53906775,17.979692,295.74475,7,7.21,742.9077,0.0861,2.66,-0.03943,2.662,4,0,18,17,4
0.38457936,19.652336,290.18066,8,5.453,436.3083,-4.934,3.465,0.4893,6.05,4,0,18,17,4
0.49947366,19.52912,289.04114,9,5.105,454.2626,-4.383,3.979,0.2264,5.926,4,0,18,17,4
0.40852198,20.469877,288.67606,10,5.742,436.4933,-6.207,2.18,0.10175,6.58,4,0,18,17,4
0.58842367,21.045746,288.44315,11,6.508,527.2327,-5.164,-2.625,0.2593,5.797,4,0,18,17,4
0.5084653,20.898415,288.1551,12,5.18,414.47595,-4.84,3.152,0.02676,5.777,4,0,18,17,4
0.5274595,21.030367,287.50497,13,6.246,505.89716,-5.21,-2.908,0.3003,5.977,4,0,18,17,4
0.5637702,23.915369,282.2173,14,7.41,548.46124,-2.15,3.064,-0.2075,3.75,4,0,18,17,4
0.43576524,23.080618,282.0503,15,7.465,515.19086,-3.36,3.566,0.021,4.9,4,0,18,17,4
1.7207206,26.302986,282.454,16,10.16,1513.6765,6.582,3.441,0.1658,7.43,4,0,18,17,4
0.6042866,24.773127,282.20596,17,10.375,695.2612,2.334,5.14,-1.161,5.76,4,0,18,17,4
1.0319098,14.093544,479.91266,0,10.98,1152.7135,3.086,1.991,0.02252,3.672,5,0,7,7,5
1.1480433,15.5415945,479.83823,1,10.81,1275.6938,3.102,0.6396,-0.4216,3.193,5,0,7,7,5
1.1753359,14.472671,479.79575,2,10.47,1371.234,-1.001,1.315,-0.3984,1.7,5,0,7,7,5
1.1902767,13.123628,479.33337,3,9.74,1276.569,-0.504,1.438,-0.676,1.667,5,0,7,7,5
1.5001217,17.857018,475.3074,4,9.17,1376.0421,4.504,-2.52,-0.3274,5.17,5,0,7,7,5
1.524798,21.328394,471.06866,5,10.664,1428.8354,1.849,2.29,-0.4631,2.979,5,0,7,7,5
4.573619,25.094532,467.1013,7,10.0,1589.8014,6.574,-0.0978,-0.03656,6.574,5,0,7,7,5
1.2006736,15.089061,41.953644,0,12.05,1361.0944,4.266,2.846,-0.4514,5.15,6,0,21,27,6
1.321135,15.193184,41.10571,1,12.2,1501.1824,3.86,1.785,-0.357,4.27,6,0,21,27,6
1.6564013,14.795061,40.972744,2,10.484,1708.4039,2.93,0.5073,0.3508,2.994,6,0,21,27,6
2.0680242,15.434242,42.24985,3,9.25,1480.0903,7.688,-0.4482,0.07294,7.7,6,0,21,27,6
1.807062,15.826154,41.64552,4,11.1,1654.6049,6.66,-0.861,-0.699,6.754,6,0,21,27,6
3.8550615,13.856658,37.46323,5,8.375,1717.2728,-3.678,-0.853,0.02979,3.775,6,0,21,27,6
7.1444445,10.27441,27.890615,6,7.758,752.52905,-2.076,-2.914,-0.9473,3.701,6,0,21,27,6
7.090278,10.017475,28.651386,7,5.746,660.85974,-2.268,-2.416,0.3774,3.334,6,0,21,27,6
7.157549,10.102491,29.834692,8,6.78,738.97656,-4.65,-3.574,0.2725,5.867,6,0,21,27,6
7.222857,9.525872,29.975042,9,7.812,757.77155,-7.742,-3.164,-0.1655,8.36,6,0,21,27,6
7.318556,17.595232,15.840739,12,9.55,820.9062,1.055,-5.637,-0.3574,5.746,6,0,21,27,6
6.9570756,19.248463,9.66207,14,10.35,1283.3687,10.03,-5.125,-0.5483,11.28,6,0,21,27,6
6.842061,21.423841,7.9487715,15,11.28,1162.1299,7.227,-4.707,-0.9985,8.68,6,0,21,27,6
7.0719833,21.585707,7.0719833,16,10.07,1319.2941,8.43,-7.316,-0.4363,11.17,6,0,21,27,6
6.9842935,24.428267,7.037303,17,9.266,1056.4617,6.98,-6.348,-1.227,9.516,6,0,21,27,6
3.9632337,20.742636,5.768114,22,10.89,3637.2124,3.967,-0.1285,0.5376,4.004,6,0,21,27,6
4.084929,21.398926,3.8592443,23,7.74,1446.8628,-5.746,-0.1788,0.595,5.78,6,0,21,27,6
3.814561,21.404991,4.0511217,24,8.8,1671.1849,-3.832,-0.2043,0.3435,3.854,6,0,21,27,6
3.9443498,21.325605,4.6244855,25,8.91,1655.9097,-2.285,-0.3616,0.4187,2.352,6,0,21,27,6
4.121073,21.399586,4.206095,26,9.12,1649.9922,-3.37,0.9194,0.4482,3.521,6,0,21,27,6
4.1063924,25.19562,0.80499303,27,10.68,1249.9268,2.14,-2.3,-0.434,3.172,6,0,21,27,6
1.17654,16.280413,457.716,0,8.92,1088.8086,0.612,1.723,-0.603,1.925,7,0,22,21,7
1.1769339,16.081806,457.1516,1,8.97,1156.7828,-0.817,1.344,-0.423,1.629,7,0,22,21,7
1.0415958,15.440341,457.42188,2,8.85,1106.6957,-2.223,1.487,-0.9287,2.832,7,0,22,21,7
1.2358155,15.616317,457.2326,3,10.02,1302.6978,-0.3093,0.9634,-1.096,1.491,7,0,22,21,7
1.1209785,15.006912,456.44855,4,9.23,1107.0961,-3.95,-0.3247,-0.732,4.027,7,0,22,21,7
1.1552798,14.09927,456.372,5,8.234,1070.857,-4.324,1.64,-0.2952,4.637,7,0,22,21,7
1.0847956,14.36699,456.16397,6,9.57,1119.8519,-5.02,1.379,-0.4001,5.223,7,0,22,21,7
1.1634351,15.23973,455.90643,7,8.1,1028.888,-2.402,0.444,-0.5415,2.502,7,0,22,21,7
1.3257916,14.825646,456.29138,8,9.586,1255.5874,-3.592,1.421,-0.3901,3.883,7,0,22,21,7
1.3398058,13.920366,456.1636,9,9.75,1228.4109,-4.555,2.6,-0.1309,5.246,7,0,22,21,7
1.2305633,13.799396,456.78403,10,9.836,1199.7227,-4.57,2.414,0.1859,5.17,7,0,22,21,7
1.1070961,13.022719,455.5184,11,10.05,1125.303,-2.553,-1.452,0.5396,2.986,7,0,22,21,7
1.3126018,13.361192,455.90555,12,10.914,1385.9917,-2.318,2.55,-0.9395,3.572,7,0,22,21,7
1.2675331,13.338277,455.56915,13,9.42,1177.775,-3.258,-0.825,0.127,3.363,7,0,22,21,7
1.3846349,12.935934,455.7682,14,9.29,1310.1317,-1.839,2.363,-0.542,3.045,7,0,22,21,7
1.2544589,12.791254,456.47314,15,9.88,1215.7452,-1.741,1.969,-0.704,2.72,7,0,22,21,7
1.3370752,13.042475,456.43808,16,9.39,1229.7389,-1.124,2.723,-0.74,3.037,7,0,22,21,7
1.0894406,12.858393,456.72168,17,10.37,1233.439,-0.1192,3.154,-0.2573,3.168,7,0,22,21,7
1.1853241,12.74663,457.24173,18,9.69,1153.0911,0.11127,-3.053,-0.1646,3.059,7,0,22,21,7
1.5315702,16.404968,450.7507,19,9.64,1417.4985,3.154,1.677,-0.886,3.682,7,0,22,21,7
1.5029607,19.118544,445.48578,20,9.13,1296.5704,-0.847,2.682,0.0989,2.814,7,0,22,21,7
1.3568377,21.932837,439.77344,21,10.266,1405.9358,-3.463,1.13,-0.2242,3.648,7,0,22,21,7
1.1502471,20.671463,429.16882,0,9.21,1050.0857,-0.8765,4.1,-0.06354,4.195,8,0,85,89,8
1.1427444,22.891754,424.62546,1,9.12,1020.968,-5.25,0.616,-0.556,5.316,8,0,85,89,8
1.0554395,22.767729,425.1486,2,8.6,955.1014,-5.125,1.262,-0.4873,5.3,8,0,85,89,8
1.2379563,22.439045,425.45966,3,8.98,1050.5088,-5.23,1.009,-1.082,5.438,8,0,85,89,8
1.4393026,21.402592,424.98843,4,8.51,1123.1284,-2.998,-2.328,-0.347,3.812,8,0,85,89,8
1.444234,20.54864,425.1011,5,8.766,1201.2682,1.22,2.58,-0.351,2.875,8,0,85,89,8
1.3413789,20.724726,424.14233,6,9.66,1284.2156,0.0527,1.647,-1.013,1.935,8,0,85,89,8
1.4620553,20.405254,424.41113,7,9.445,1303.4655,1.851,1.513,-0.9673,2.578,8,0,85,89,8
0.16904306,15.753062,421.70172,8,5.68,261.31274,-10.45,2.023,0.712,10.67,8,0,85,89,8
0.256718,14.959474,422.12482,9,6.26,363.17303,-13.14,1.795,0.536,13.27,8,0,85,89,8
0.24654187,14.058716,421.31982,10,5.965,363.83075,-12.86,0.6064,-0.07117,12.875,8,0,85,89,8
0.3698916,14.530555,421.614,11,5.703,433.45416,-10.03,-0.7983,-0.1763,10.06,8,0,85,89,8
0.36099166,13.382602,422.89478,12,6.348,380.85876,-7.05,4.344,0.3193,8.29,8,0,85,89,8
0.23734176,13.007112,422.55167,13,5.316,313.6099,-7.37,-0.925,1.198,7.523,8,0,85,89,8
0.41582015,14.493825,422.07355,14,5.805,504.84677,-7.03,2.445,0.002892,7.445,8,0,85,89,8
0.42507607,15.380538,422.10806,15,5.848,491.31503,-8.75,1.598,0.55,8.914,8,0,85,89,8
0.4652532,14.728503,420.82742,16,6.42,481.5138,-8.4,2.828,0.391,8.87,8,0,85,89,8
0.47922394,13.888151,421.3104,17,6.426,527.0551,-8.92,1.306,-0.1151,9.016,8,0,85,89,8
0.5753431,14.550839,420.60657,18,7.16,630.1277,-7.12,-3.324,0.616,7.883,8,0,85,89,8
0.6152119,19.591516,415.39194,19,6.38,618.8875,-6.13,3.168,-0.2964,6.906,8,0,85,89,8
0.6860269,23.841116,410.7902,20,7.902,687.53503,-4.047,1.747,-1.747,4.74,8,0,85,89,8
0.67610294,27.176052,407.01294,21,8.18,711.90674,-5.254,2.404,-0.3254,5.785,8,0,85,89,8
0.67671835,31.2643,402.86917,22,7.465,694.2423,-2.168,1.675,-0.4988,2.785,8,0,85,89,8
0.5981861,35.346416,398.49875,23,7.35,522.0858,-6.598,4.297,0.0729,7.875,8,0,85,89,8
0.45201978,38.854588,394.4714,24,9.84,570.7325,1.305,2.967,-0.3914,3.266,8,0,85,89,8
0.51350594,43.631218,391.0039,25,7.47,507.78265,1.093,2.576,-0.09875,2.8,8,0,85,89,8
0.5438647,48.700794,387.2685,26,4.88,453.88177,-2.875,-2.143,0.06866,3.588,8,0,85,89,8
0.5294499,48.51545,387.84143,27,5.723,555.0513,-5.023,1.833,0.0969,5.348,8,0,85,89,8
0.51022875,49.331367,388.35614,28,5.305,477.46436,-4.062,1.986,-0.3308,4.53,8,0,85,89,8
0.40318733,49.7574,388.28976,29,5.47,404.77658,-4.746,2.908,-0.143,5.57,8,0,85,89,8
0.2838729,49.492336,387.47195,30,6.527,313.27368,-1.354,3.215,0.6465,3.549,8,0,85,89,8
0.620734,49.39228,387.29114,31,6.188,315.64398,0.00914,-3.521,-0.4512,3.55,8,0,85,89,8
0.8930389,49.464485,388.32333,32,5.664,464.34943,1.4,4.242,0.5522,4.504,8,0,85,89,8
1.260383,48.91823,388.29382,33,4.695,361.60107,2.102,3.307,1.403,4.164,8,0,85,89,8
0.5348798,48.509712,387.6138,34,5.875,516.87036,-2.14,-1.776,0.7524,2.88,8,0,85,89,8
0.450021,49.054115,388.00836,35,7.258,631.50244,-1.544,3.094,-0.5186,3.496,8,0,85,89,8
0.5531692,47.99371,387.14352,36,7.3,583.9536,-3.512,1.843,-0.9004,4.066,8,0,85,89,8
0.2999922,49.56976,379.5843,37,5.082,355.85413,-8.8,2.049,-0.1169,9.03,8,0,85,89,8
0.19668299,52.332,373.5102,38,5.812,383.7053,-12.39,1.409,-0.1731,12.47,8,0,85,89,8
0.23414752,52.890293,368.39694,39,5.42,330.85062,-10.02,2.61,1.029,10.414,8,0,85,89,8
4.5025105,49.982773,364.17102,42,9.18,1725.061,-0.458,-0.358,-0.0762,0.5864,8,0,85,89,8
4.6869335,48.420147,363.28918,43,8.695,1504.384,-1.039,-0.2268,0.2622,1.096,8,0,85,89,8
4.548002,49.03667,362.11743,44,9.84,1742.7954,5.78,-0.621,0.3389,5.824,8,0,85,89,8
4.630407,50.16203,361.50287,45,9.79,1683.8054,7.535,-1.43,0.56,7.688,8,0,85,89,8
4.563496,50.06584,360.6546,46,10.445,1734.154,5.188,-1.441,0.03284,5.383,8,0,85,89,8
4.46644,50.345787,360.52164,47,10.52,1746.2931,6.258,-0.618,-0.008484,6.29,8,0,85,89,8
4.3442106,49.99205,360.71585,48,9.71,1806.0168,2.73,-1.617,-0.08734,3.174,8,0,85,89,8
4.469783,49.529167,360.88126,49,9.86,1765.4703,2.457,-1.194,0.0456,2.732,8,0,85,89,8
4.3909736,49.850925,361.82477,50,8.79,1669.6587,2.574,-0.2822,0.3848,2.617,8,0,85,89,8
4.435488,49.3599,362.02896,51,8.914,1550.5123,-0.1611,-0.6323,0.2408,0.696,8,0,85,89,8
4.302128,49.059162,361.79385,52,8.27,1622.1597,-1.416,-0.73,0.4575,1.658,8,0,85,89,8
4.282768,48.170025,362.3247,53,8.85,1495.5922,3.645,-1.302,0.3845,3.889,8,0,85,89,8
4.664925,44.111313,374.17737,54,8.44,1475.8956,-4.02,-1.073,0.798,4.24,8,0,85,89,8
3.024038,42.252697,386.16544,55,9.98,1506.9882,6.312,0.3208,-0.257,6.324,8,0,85,89,8
6.2010574,40.75708,401.61194,56,12.03,1551.7714,2.715,-2.574,-0.75,3.816,8,0,85,89,8
6.2891965,35.811264,409.11,57,12.67,1482.7401,1.332,-1.663,-0.9707,2.342,8,0,85,89,8
6.4481535,37.328667,409.42245,58,11.37,1421.0502,3.469,-1.343,0.2394,3.727,8,0,85,89,8
6.07071,37.084423,410.61047,59,11.24,1629.6454,3.158,-1.872,-0.3948,3.693,8,0,85,89,8
6.1354427,37.31519,409.59314,60,10.28,1573.5317,-1.54,1.615,0.2275,2.242,8,0,85,89,8
6.4427905,39.3027,406.37848,61,10.17,1423.8029,-5.32,2.973,-0.1447,6.098,8,0,85,89,8
6.734208,39.9502,401.03683,62,9.61,1163.1412,0.07794,-2.336,0.5166,2.395,8,0,85,89,8
7.0340843,39.96826,396.77625,63,9.77,1133.9989,-3.537,2.635,-0.05774,4.41,8,0,85,89,8
6.9293303,40.20287,392.59906,64,10.2,1306.4558,-0.5312,-3.623,-0.7617,3.74,8,0,85,89,8
7.0326653,39.54003,392.1194,65,9.03,1065.5568,-2.572,-4.523,-0.9795,5.297,8,0,85,89,8
7.0951486,39.137135,392.37152,66,8.266,983.2666,-4.95,3.596,-1.168,6.23,8,0,85,89,8
7.048203,39.386253,391.98553,67,7.445,848.77966,-3.385,-4.426,0.0797,5.57,8,0,85,89,8
7.1286883,40.988655,391.257,68,7.066,777.3537,-4.945,-3.64,-0.2195,6.15,8,0,85,89,8
7.0747895,40.528706,390.43365,69,8.586,1039.012,-5.434,-2.326,-0.3442,5.92,8,0,85,89,8
6.9815426,40.189297,390.83948,70,8.7,974.46277,-4.43,2.781,-0.08826,5.23,8,0,85,89,8
7.1107926,40.99192,390.98105,71,8.49,908.4584,-2.756,-2.748,-0.0955,3.893,8,0,85,89,8
