z,y,x,t,intensity_raw,total_intensity,feature_0,feature_1,feature_2,norm,particle,t_starting,track_length,t_end,ID
0.0,344.18564,497.13245,27,1.328,7.970154,-6.086,2.307,0.307,6.516,1274,0,95,99,1274
1.4122248,349.75513,487.23697,29,4.086,555.477,3.586,0.4058,-0.013794,3.61,1274,0,95,99,1274
1.5866612,349.5751,488.42654,30,4.49,713.6244,5.508,1.438,0.2073,5.695,1274,0,95,99,1274
1.8083247,349.64087,487.57574,31,4.207,639.42426,4.2,0.5415,-0.02411,4.234,1274,0,95,99,1274
1.7083787,349.50522,487.47363,32,4.336,589.80945,4.758,1.831,-0.2656,5.105,1274,0,95,99,1274
1.1916577,348.56512,487.1044,33,6.785,705.577,7.547,3.396,0.1576,8.27,1274,0,95,99,1274
1.8008599,346.52075,489.05032,34,6.637,1487.0266,14.984,3.12,-0.9316,15.336,1274,0,95,99,1274
1.8406161,345.68112,487.0294,35,5.434,1260.7637,11.94,3.084,0.1451,12.33,1274,0,95,99,1274
2.7720034,343.78217,481.3478,36,3.562,488.0392,5.992,0.1295,-0.07697,5.996,1274,0,95,99,1274
3.2185605,342.92148,477.5964,37,3.246,743.40857,2.564,-0.2935,0.1898,2.588,1274,0,95,99,1274
3.3033738,342.48947,474.10538,38,3.08,582.0028,2.445,-0.4202,0.2112,2.49,1274,0,95,99,1274
3.2496493,340.26587,472.3127,39,2.701,472.83173,5.633,-1.727,-0.567,5.918,1274,0,95,99,1274
3.7985907,339.1747,469.74384,40,5.023,1110.301,10.336,-1.637,0.1991,10.47,1274,0,95,99,1274
4.6463943,339.19443,465.42612,41,4.66,834.4871,13.79,-2.598,-0.3743,14.04,1274,0,95,99,1274
5.709865,337.68002,462.70105,42,4.164,791.179,5.434,-0.8813,0.294,5.516,1274,0,95,99,1274
6.167513,336.55377,460.2739,43,3.568,645.97864,4.93,-1.641,0.0398,5.195,1274,0,95,99,1274
6.6991267,334.8149,459.11328,44,3.934,558.6534,4.395,-3.002,0.05185,5.324,1274,0,95,99,1274
7.9999847,326.64642,459.9991,45,-0.3857,-0.77142715,-4.902,-1.931,0.2184,5.273,1274,0,95,99,1274
5.758868,313.60913,459.10367,46,4.656,647.26636,6.527,-0.5127,-0.04218,6.547,1274,0,95,99,1274
7.3110895,300.46307,459.28058,47,2.232,205.4491,0.7446,-2.92,-0.2734,3.025,1274,0,95,99,1274
7.9999967,292.19403,459.77032,48,1.352,12.1598015,-8.66,1.741,0.421,8.84,1274,0,95,99,1274
6.043671,287.84305,464.10883,51,2.654,549.4681,3.89,-1.85,-0.2686,4.316,1274,0,95,99,1274
5.7573414,287.77515,463.71182,52,3.707,741.42004,2.516,-2.139,0.4392,3.332,1274,0,95,99,1274
5.9677467,289.2661,458.93692,53,3.883,784.13257,4.09,-0.4617,0.02216,4.117,1274,0,95,99,1274
5.682135,291.16635,455.57266,54,3.852,693.21,5.508,-1.858,-0.282,5.824,1274,0,95,99,1274
5.8513207,291.92426,452.64236,55,3.508,652.38715,3.404,-0.6113,0.176,3.463,1274,0,95,99,1274
5.7754893,292.65863,450.5051,56,3.867,750.4093,4.695,-0.07513,0.2368,4.703,1274,0,95,99,1274
5.622357,294.19427,448.8332,57,3.057,635.72784,2.547,-1.545,0.6143,3.041,1274,0,95,99,1274
4.7191515,294.4533,449.05292,58,4.074,839.0524,1.539,-1.747,0.4312,2.37,1274,0,95,99,1274
4.8446126,294.59683,449.70822,59,3.822,718.576,1.592,0.1209,0.603,1.706,1274,0,95,99,1274
4.8716,296.71402,443.97214,60,3.49,757.348,3.973,-1.355,-0.3367,4.21,1274,0,95,99,1274
4.4882493,297.07755,443.3796,61,3.096,671.79535,1.987,-0.824,-0.1174,2.154,1274,0,95,99,1274
4.8581047,297.00494,443.27258,62,3.707,600.66833,3.156,-1.019,0.7246,3.395,1274,0,95,99,1274
4.6486764,296.12357,442.9612,63,2.92,616.0249,3.096,-0.3162,0.4272,3.14,1274,0,95,99,1274
4.6947207,296.43253,442.86203,64,2.775,657.72253,4.7,-1.568,-0.03748,4.953,1274,0,95,99,1274
4.8939996,295.72443,442.33606,65,4.02,787.521,8.18,-0.5024,-0.02101,8.195,1274,0,95,99,1274
4.661188,295.33365,440.90842,66,3.895,767.1047,5.945,-1.402,0.3267,6.117,1274,0,95,99,1274
4.745527,294.9645,439.8801,67,4.16,882.01587,5.688,-0.88,-0.1417,5.758,1274,0,95,99,1274
4.6392016,294.9262,439.45538,68,3.338,817.8456,3.74,-1.471,0.1069,4.02,1274,0,95,99,1274
5.1307297,294.8409,438.53174,69,2.885,779.10736,3.643,-1.901,0.06464,4.11,1274,0,95,99,1274
4.7927265,295.5782,439.90897,70,3.04,580.3502,4.99,-1.81,0.02626,5.31,1274,0,95,99,1274
3.5631568,293.96356,438.36917,71,4.902,1628.0367,11.69,-0.521,0.2908,11.7,1274,0,95,99,1274
1.3493824,294.47034,430.7833,72,4.47,594.1618,3.607,1.11,0.145,3.777,1274,0,95,99,1274
1.6946149,294.86694,426.48328,73,3.926,757.7617,6.145,1.89,0.612,6.457,1274,0,95,99,1274
1.4348614,295.20737,423.92984,74,4.742,682.97473,7.066,0.5063,-0.002014,7.086,1274,0,95,99,1274
1.1604242,295.92917,420.29355,75,4.06,511.46017,5.52,2.838,0.451,6.227,1274,0,95,99,1274
1.643804,296.09064,416.78143,76,4.01,601.9531,4.67,0.6655,-0.8306,4.79,1274,0,95,99,1274
1.5925356,296.04257,413.00818,77,3.479,566.9861,4.82,0.05618,-0.00267,4.82,1274,0,95,99,1274
1.5946887,295.3489,410.2998,78,3.037,440.4171,4.953,0.4966,0.003815,4.977,1274,0,95,99,1274
1.1714945,295.12207,410.4704,79,4.78,578.5413,8.625,2.818,0.0123,9.07,1274,0,95,99,1274
2.9097385,298.47278,409.38922,80,4.74,1321.9825,10.8,0.891,0.0772,10.836,1274,0,95,99,1274
1.2579963,296.30783,409.4501,81,5.164,516.32947,9.16,3.492,-0.0423,9.8,1274,0,95,99,1274
1.4891632,296.31723,410.1794,82,3.838,518.07306,9.336,2.803,-1.551,9.87,1274,0,95,99,1274
1.4601148,296.17978,411.10867,83,5.594,760.8793,11.055,4.797,-0.2913,12.055,1274,0,95,99,1274
1.1882613,295.2263,410.5596,84,5.117,603.65063,9.25,3.76,-0.586,10.0,1274,0,95,99,1274
1.0980281,295.36917,410.89737,85,5.16,593.3024,8.99,2.541,-0.3972,9.35,1274,0,95,99,1274
1.320202,294.79465,411.48334,86,4.95,544.5666,8.336,2.566,-0.412,8.734,1274,0,95,99,1274
1.1082138,294.70438,411.51276,87,5.33,532.7063,8.46,3.291,0.547,9.09,1274,0,95,99,1274
1.4161783,295.13705,411.5762,88,3.818,450.61377,5.305,2.4,-0.1056,5.824,1274,0,95,99,1274
1.6584393,296.66165,411.52988,89,4.664,573.7015,8.47,2.691,-0.479,8.9,1274,0,95,99,1274
1.7382771,296.1197,411.11053,90,4.28,625.3299,7.508,1.094,-0.4387,7.598,1274,0,95,99,1274
1.5391642,296.38544,411.8416,91,3.746,513.3354,8.51,1.111,0.0376,8.58,1274,0,95,99,1274
3.0954013,295.7046,413.13586,92,4.223,1283.9718,8.54,-1.036,0.036,8.6,1274,0,95,99,1274
3.3174794,292.9969,411.26422,93,3.084,659.8112,7.234,-0.0509,-0.4897,7.254,1274,0,95,99,1274
3.2666514,287.7607,408.2877,94,2.713,542.7157,6.24,-1.259,-0.1329,6.367,1274,0,95,99,1274
1.8953985,283.29663,406.46472,95,3.934,711.81525,4.504,0.4292,0.08075,4.523,1274,0,95,99,1274
1.3502535,279.97745,402.2524,96,4.04,614.16974,8.29,0.07367,-0.6133,8.31,1274,0,95,99,1274
1.0558537,277.50888,399.28036,97,4.85,582.048,7.426,2.506,0.1095,7.84,1274,0,95,99,1274
1.1603853,274.70493,397.42517,98,4.51,536.7503,7.6,4.4,-0.456,8.79,1274,0,95,99,1274
1.322087,269.7613,396.67844,99,3.746,558.1982,4.9,2.916,-0.3018,5.71,1274,0,95,99,1274
7.1916156,315.054,470.06372,0,3.627,344.54156,-0.04025,-1.979,-0.513,2.045,1271,0,94,99,1271
7.25772,314.88272,470.22598,1,2.969,204.80487,-0.4807,-1.823,0.0651,1.887,1271,0,94,99,1271
7.2353706,314.95563,469.6887,2,4.043,363.8309,0.778,-1.642,-0.4202,1.864,1271,0,94,99,1271
6.806575,314.6432,469.8638,3,3.936,393.58966,3.918,-1.701,0.547,4.305,1271,0,94,99,1271
7.2798777,315.15115,468.9095,4,2.914,262.3414,0.782,-2.357,-0.612,2.559,1271,0,94,99,1271
7.1073837,315.6268,462.03882,5,3.535,304.05838,-0.767,-0.481,-0.511,1.04,1271,0,94,99,1271
6.503827,315.98184,462.68945,6,3.844,538.0811,2.76,-0.6626,-0.0986,2.84,1271,0,94,99,1271
6.7745056,315.2311,463.59216,7,3.494,457.79514,3.803,-1.348,-0.5664,4.074,1271,0,94,99,1271
6.954327,315.53003,463.51956,8,3.92,466.40222,4.316,-2.379,-1.21,5.074,1271,0,94,99,1271
6.8322687,314.30997,462.9452,9,3.371,448.29593,3.658,-2.746,-0.3076,4.586,1271,0,94,99,1271
6.825167,315.6118,463.48138,10,4.195,453.09372,4.812,-3.158,-0.2212,5.76,1271,0,94,99,1271
6.673238,314.9665,463.77603,11,3.555,337.78647,4.223,-3.49,0.33,5.49,1271,0,94,99,1271
6.8338056,314.69482,463.00717,12,4.55,600.56305,4.332,-1.492,-0.567,4.617,1271,0,94,99,1271
6.7337604,315.21228,463.32166,13,3.912,481.17883,3.734,-2.09,0.4194,4.3,1271,0,94,99,1271
6.3341603,315.64505,463.01288,14,4.86,607.3237,3.346,-0.2961,-0.2426,3.367,1271,0,94,99,1271
6.6685624,314.77393,463.55243,15,4.094,601.4962,6.86,-3.21,0.71,7.61,1271,0,94,99,1271
6.8268957,315.55273,463.5917,16,3.783,529.733,4.81,-1.845,-0.4392,5.168,1271,0,94,99,1271
6.6691556,316.93802,463.22656,17,3.84,499.12817,2.607,-1.1875,-0.1904,2.871,1271,0,94,99,1271
6.495952,315.79053,464.07104,18,4.406,643.0759,4.598,-1.51,0.2913,4.848,1271,0,94,99,1271
6.3013506,316.48727,464.16187,19,4.062,613.4549,4.953,-1.64,-0.71,5.266,1271,0,94,99,1271
6.733334,315.98758,465.98712,20,4.312,525.91656,6.805,-0.6465,-0.4854,6.85,1271,0,94,99,1271
6.7863293,315.97382,465.39438,21,4.887,571.53265,4.043,-1.746,0.1312,4.406,1271,0,94,99,1271
6.6576476,315.8742,464.76764,22,4.62,586.7402,5.63,-1.981,-1.242,6.094,1271,0,94,99,1271
6.8791347,315.44873,464.78995,23,3.84,472.27728,4.324,-1.057,-0.5283,4.484,1271,0,94,99,1271
6.496585,314.98312,464.70972,24,3.955,573.48676,3.816,-0.5947,0.07465,3.863,1271,0,94,99,1271
6.8534403,314.1419,465.32486,25,3.842,568.56647,8.84,-2.914,-0.4067,9.32,1271,0,94,99,1271
6.5219407,313.28677,465.00525,26,3.799,558.3834,5.93,-1.436,-0.8213,6.156,1271,0,94,99,1271
6.2655997,312.93158,465.34192,27,3.805,479.39877,5.895,-2.004,0.1797,6.227,1271,0,94,99,1271
6.5129714,313.42828,464.23965,28,4.086,572.1118,5.89,-2.47,0.207,6.387,1271,0,94,99,1271
6.4720607,316.64886,459.3812,29,3.66,724.76526,4.31,-1.203,-0.34,4.484,1271,0,94,99,1271
6.373164,321.7999,453.46567,30,4.285,694.49445,3.896,-1.241,0.1248,4.09,1271,0,94,99,1271
6.389037,325.17032,447.91516,31,4.26,643.7335,2.74,-0.2079,0.2986,2.764,1271,0,94,99,1271
5.8679338,327.78165,442.08694,32,3.088,586.7043,2.68,-1.951,-0.9365,3.443,1271,0,94,99,1271
5.5100727,331.6447,435.5522,33,4.344,703.6001,4.51,0.475,0.4304,4.56,1271,0,94,99,1271
5.2683005,334.34027,429.13245,34,3.072,648.1654,1.85,-1.438,-0.3286,2.367,1271,0,94,99,1271
5.8108706,338.57043,423.9939,35,4.07,741.0188,7.19,-0.2086,0.1635,7.195,1271,0,94,99,1271
5.3967915,342.093,417.964,36,3.814,824.0801,4.21,-0.8174,0.279,4.3,1271,0,94,99,1271
5.204801,345.8853,411.72748,37,3.883,675.7769,5.49,0.09814,-0.1544,5.492,1271,0,94,99,1271
4.5402136,348.72302,406.74683,38,2.973,526.1784,2.416,-0.08154,0.2278,2.428,1271,0,94,99,1271
4.4639015,352.14008,402.62393,39,4.26,728.61426,5.27,0.2676,-0.1102,5.277,1271,0,94,99,1271
3.940152,355.07422,398.44043,40,4.383,714.5089,3.018,-1.297,0.573,3.334,1271,0,94,99,1271
4.8579097,359.26404,394.57324,41,2.945,500.79498,3.297,-1.241,0.3997,3.545,1271,0,94,99,1271
4.0066833,361.14453,389.2217,42,4.41,701.11053,3.326,-0.686,-0.2737,3.408,1271,0,94,99,1271
4.386687,364.32745,384.11926,43,3.408,692.0486,2.832,-0.794,-0.5264,2.988,1271,0,94,99,1271
4.514125,366.35138,378.75986,44,4.207,744.4162,4.473,0.553,-0.05334,4.508,1271,0,94,99,1271
5.1639524,367.74844,374.63263,45,3.566,667.0943,7.324,-2.082,0.9194,7.67,1271,0,94,99,1271
4.009923,371.5844,368.81055,46,4.7,1973.4803,10.69,-0.0206,-0.4675,10.695,1271,0,94,99,1271
3.408197,373.65045,368.4642,47,4.72,1462.9214,9.19,0.0918,-0.27,9.195,1271,0,94,99,1271
1.5379934,373.51678,369.4884,48,4.73,624.37,8.43,2.367,-0.04285,8.76,1271,0,94,99,1271
1.7204612,373.5685,369.8338,49,3.594,585.88434,7.797,2.85,-0.3308,8.305,1271,0,94,99,1271
2.0050633,373.9859,370.20468,50,3.807,494.98416,7.754,0.783,0.3486,7.8,1271,0,94,99,1271
1.7009529,373.35062,370.9927,51,4.43,713.0346,7.188,2.041,-0.5845,7.492,1271,0,94,99,1271
1.8545314,373.70538,370.46494,52,4.523,746.4214,8.05,0.988,0.2495,8.11,1271,0,94,99,1271
0.0,366.55377,370.9207,54,3.227,22.587603,-5.47,0.1394,-0.428,5.49,1271,0,94,99,1271
0.0,370.3989,375.3416,57,1.948,52.59645,-6.1,-0.2097,-0.0642,6.1,1271,0,94,99,1271
0.0,370.718,366.36578,59,7.28,21.846155,-4.086,-1.212,-0.2617,4.27,1271,0,94,99,1271
0.0,368.99805,367.99805,60,-3.2,-3.2000008,-7.664,-1.115,0.2656,7.75,1271,0,94,99,1271
0.0,368.51257,368.71768,62,-0.6997,-4.899145,-5.945,-3.158,1.257,6.848,1271,0,94,99,1271
0.0,369.04315,365.6345,63,2.156,23.726355,-8.33,0.0548,-0.34,8.336,1271,0,94,99,1271
0.37185133,363.7776,358.29248,64,2.188,240.61914,-0.278,1.678,-0.375,1.741,1271,0,94,99,1271
0.5281964,362.575,358.19238,65,2.781,269.87366,3.055,1.035,0.1794,3.23,1271,0,94,99,1271
0.26763803,362.27988,358.44937,66,1.636,107.934044,0.6694,1.963,0.4846,2.129,1271,0,94,99,1271
1.3852481,359.1536,359.28598,67,4.76,1285.5433,10.05,1.584,-0.799,10.2,1271,0,94,99,1271
0.9860116,360.63107,359.78088,68,2.887,485.02505,7.92,2.295,-0.4875,8.26,1271,0,94,99,1271
0.7455946,358.67587,360.54395,69,4.26,340.81323,10.06,1.948,0.04132,10.25,1271,0,94,99,1271
1.5290693,357.40768,361.9039,70,5.785,1047.3007,15.42,3.21,-0.6304,15.766,1271,0,94,99,1271
1.3820628,359.33582,360.25235,71,5.79,1134.6278,12.3,2.703,-1.503,12.68,1271,0,94,99,1271
1.046465,364.39386,358.994,72,3.264,398.18787,3.91,1.724,0.3967,4.293,1271,0,94,99,1271
1.0983472,364.2289,359.91452,73,4.965,595.98645,11.31,2.732,-0.3538,11.65,1271,0,94,99,1271
1.3687991,364.0734,360.08566,74,4.08,472.8443,12.27,3.04,-0.1406,12.64,1271,0,94,99,1271
1.1203585,364.2676,360.30737,75,4.08,558.752,8.59,3.342,-0.1832,9.23,1271,0,94,99,1271
1.7708793,363.9414,361.3589,76,3.002,537.41364,4.656,1.133,0.1893,4.797,1271,0,94,99,1271
2.0453842,361.97424,360.94543,77,6.188,2004.969,14.56,0.819,-0.588,14.6,1271,0,94,99,1271
1.9307005,362.60956,359.20746,78,6.53,1332.236,13.67,0.6465,-0.69,13.7,1271,0,94,99,1271
1.6801165,365.45407,355.59763,79,4.645,766.0812,9.414,0.733,0.1095,9.445,1271,0,94,99,1271
1.7306073,366.7939,353.0397,80,2.879,561.2415,4.45,0.327,0.1853,4.465,1271,0,94,99,1271
1.0456982,367.00735,350.34158,81,3.785,560.2814,3.098,0.473,0.1108,3.137,1271,0,94,99,1271
1.1644821,365.4932,348.2042,82,3.166,471.71924,3.42,2.55,-0.0833,4.266,1271,0,94,99,1271
0.50786626,365.01578,344.77954,83,2.959,319.61102,2.629,2.78,-0.8086,3.91,1271,0,94,99,1271
0.7002868,363.945,340.8848,84,2.71,276.44736,3.842,2.994,-0.3657,4.883,1271,0,94,99,1271
1.0564122,360.22784,332.9342,86,4.285,355.59552,7.97,5.336,0.05524,9.59,1271,0,94,99,1271
0.80096805,358.2517,327.90744,87,4.035,363.3025,-0.573,2.83,-0.205,2.895,1271,0,94,99,1271
1.4802861,355.9309,323.17126,88,3.213,440.19846,5.21,1.491,-0.3748,5.434,1271,0,94,99,1271
1.401973,355.3748,318.3316,89,3.527,462.07846,2.135,-0.1362,0.03726,2.14,1271,0,94,99,1271
1.5260686,354.00232,312.64526,90,3.453,549.0698,6.88,1.399,-0.287,7.027,1271,0,94,99,1271
1.4374871,353.07574,307.35532,91,3.639,498.54077,7.625,1.366,-0.2495,7.75,1271,0,94,99,1271
1.485428,351.9611,302.92667,92,3.771,667.4627,6.266,1.143,-0.1392,6.37,1271,0,94,99,1271
1.8505914,352.41177,297.64377,93,4.285,702.72955,9.9,2.443,-0.3435,10.2,1271,0,94,99,1271
1.3608524,352.77823,298.0969,94,4.555,569.1631,6.836,4.574,-0.7646,8.26,1271,0,94,99,1271
1.360757,353.68292,297.6368,95,4.83,516.7697,8.46,2.854,-0.1345,8.93,1271,0,94,99,1271
1.7708375,352.6147,297.4597,96,4.51,685.58203,8.33,2.488,-0.11584,8.695,1271,0,94,99,1271
1.5236979,352.1447,297.37,97,3.799,516.60004,4.85,2.154,-0.2754,5.316,1271,0,94,99,1271
1.8848872,352.19385,295.57663,98,2.977,521.0186,4.727,1.629,-0.4873,5.023,1271,0,94,99,1271
1.6547644,351.64133,295.08002,99,2.664,463.54065,5.438,0.02847,0.28,5.445,1271,0,94,99,1271
4.1391125,1.7634331,382.5654,4,3.666,663.60126,3.023,0.02258,0.1304,3.025,2437,4,89,99,2437
4.5338745,1.5536447,382.26697,5,4.44,750.39417,3.283,-1.829,0.05466,3.758,2437,4,89,99,2437
4.504873,1.6823028,381.499,6,4.2,629.9692,5.676,0.3582,-0.2493,5.69,2437,4,89,99,2437
4.292034,1.7992388,381.47833,7,3.996,699.3364,3.896,-0.774,-0.3152,3.984,2437,4,89,99,2437
4.3918552,1.9116375,382.3526,8,3.77,599.21,2.73,-0.1788,0.1188,2.74,2437,4,89,99,2437
0.20466423,0.4210599,380.48526,10,0.4312,4.3112526,-2.76,0.9346,0.4495,2.95,2437,4,89,99,2437
0.0,0.0,380.41,11,2.314,9.259262,-13.42,-4.254,-0.4263,14.086,2437,4,89,99,2437
3.7258015,1.0101469,363.51385,14,4.637,445.0423,12.39,1.079,0.4065,12.44,2437,4,89,99,2437
5.6917624,2.7347872,364.48325,15,4.15,896.3772,10.62,-1.6875,0.1974,10.76,2437,4,89,99,2437
5.408405,3.4684167,363.86154,16,3.979,1002.6376,8.49,-2.113,0.265,8.75,2437,4,89,99,2437
4.6882477,2.424597,363.0424,17,2.986,540.6667,8.31,-1.507,0.0997,8.445,2437,4,89,99,2437
4.902715,2.980409,364.22983,18,3.662,758.01556,4.605,-0.0564,0.366,4.62,2437,4,89,99,2437
5.268296,3.3985865,363.8234,19,2.826,627.34045,2.67,-0.6357,0.1686,2.75,2437,4,89,99,2437
5.530127,2.7619345,363.47757,20,3.84,771.65753,4.844,-1.19,-0.2747,4.996,2437,4,89,99,2437
5.436335,3.0707886,362.37,21,4.234,893.4626,5.953,-1.772,0.5547,6.24,2437,4,89,99,2437
5.021752,3.4893963,361.8802,22,3.723,860.11145,3.238,-0.608,0.5864,3.346,2437,4,89,99,2437
5.1055164,3.6067815,361.0872,23,3.229,668.29315,3.06,-1.125,0.6865,3.332,2437,4,89,99,2437
5.2571487,3.1420019,360.05524,24,3.74,688.37695,4.414,-1.494,0.556,4.695,2437,4,89,99,2437
5.1434016,3.3603482,360.29532,25,3.7,817.7034,5.008,-1.615,0.2808,5.27,2437,4,89,99,2437
3.7220538,4.0977936,361.69757,26,3.88,1331.0261,8.875,-0.1301,0.2054,8.875,2437,4,89,99,2437
5.2338195,3.959124,360.575,27,2.523,560.2982,6.887,-1.184,0.858,7.043,2437,4,89,99,2437
4.506457,3.424983,361.60794,28,2.773,693.5044,2.861,-0.2842,0.609,2.938,2437,4,89,99,2437
4.6048346,4.0331135,361.44678,29,3.527,687.8212,7.207,0.1022,-0.1782,7.207,2437,4,89,99,2437
4.574876,4.326655,360.698,30,3.033,667.5136,7.5,-1.018,0.5884,7.59,2437,4,89,99,2437
4.5773644,4.341046,360.6133,31,3.875,778.9806,3.799,0.0965,0.633,3.852,2437,4,89,99,2437
5.144766,4.7355795,360.04788,32,2.316,562.77954,3.48,-1.906,0.3274,3.982,2437,4,89,99,2437
5.113365,3.8636787,359.94577,33,2.508,621.7811,1.201,-0.7227,0.2983,1.434,2437,4,89,99,2437
4.461738,3.597555,360.38583,34,2.996,706.8948,2.676,-0.0932,-0.206,2.686,2437,4,89,99,2437
5.0663147,3.7221413,359.9074,35,2.926,769.4415,3.357,-1.45,0.1613,3.66,2437,4,89,99,2437
4.7690115,3.3089683,360.60648,36,3.674,720.0661,3.336,-0.752,-0.565,3.465,2437,4,89,99,2437
5.0247707,3.6841197,361.10098,37,3.602,659.26404,3.473,-1.6,0.553,3.863,2437,4,89,99,2437
4.840068,3.054411,361.22174,38,3.977,763.4286,6.074,-1.867,0.519,6.38,2437,4,89,99,2437
5.629556,2.8949575,360.64175,39,5.0,1135.0127,9.99,-3.502,-0.0666,10.586,2437,4,89,99,2437
6.719074,3.1730163,359.34128,40,3.545,414.65094,8.945,-3.24,-0.839,9.55,2437,4,89,99,2437
7.0361133,2.8882391,359.36737,41,5.055,384.2917,6.707,-4.63,-1.693,8.32,2437,4,89,99,2437
4.5064483,2.1155045,363.68466,42,4.977,791.505,9.28,-0.0505,0.1576,9.28,2437,4,89,99,2437
4.206731,2.1679335,363.02878,43,3.479,549.6556,8.57,-2.037,-0.569,8.83,2437,4,89,99,2437
4.0780554,2.3014367,362.51898,44,4.0,643.9786,6.41,0.77,0.286,6.465,2437,4,89,99,2437
4.0435,2.4640846,361.78293,45,3.236,582.6491,6.105,-0.9487,0.2441,6.184,2437,4,89,99,2437
4.2209105,3.576163,356.98984,46,3.424,671.2366,2.213,0.4197,-0.07404,2.254,2437,4,89,99,2437
4.1177025,3.8488724,351.3596,47,3.658,731.75867,2.201,-0.8115,0.4846,2.395,2437,4,89,99,2437
4.5317445,3.492174,346.27597,48,3.701,621.76935,4.65,0.1573,-0.0641,4.652,2437,4,89,99,2437
4.7938385,1.769496,346.54312,49,4.527,652.07434,7.746,0.8027,-0.403,7.797,2437,4,89,99,2437
4.7622333,1.7604322,345.76373,50,4.68,739.5499,6.883,-0.676,-0.002777,6.918,2437,4,89,99,2437
4.940445,2.7372072,345.36368,51,4.34,685.88525,6.387,-2.006,-0.5825,6.72,2437,4,89,99,2437
4.6220675,2.9974167,345.07175,52,3.143,556.28534,3.389,-1.231,0.1963,3.611,2437,4,89,99,2437
4.759627,3.7256432,345.46802,53,3.56,640.8889,4.035,0.1414,-0.08124,4.035,2437,4,89,99,2437
4.6569204,4.25476,344.8749,54,3.473,694.5389,4.055,0.07275,-0.702,4.117,2437,4,89,99,2437
4.255765,3.6510434,345.01157,55,3.115,551.41656,2.957,0.65,-0.132,3.03,2437,4,89,99,2437
4.5453115,3.3775618,344.6655,56,3.47,555.1567,3.326,-0.4927,0.2664,3.373,2437,4,89,99,2437
4.510083,3.0954723,344.0598,57,3.623,662.91315,5.87,-2.008,0.4187,6.22,2437,4,89,99,2437
4.3123746,2.7896097,343.5189,58,4.63,661.7706,3.773,-1.987,-0.563,4.3,2437,4,89,99,2437
4.045434,5.5258927,338.80322,59,3.445,713.2823,5.48,-0.593,0.7495,5.562,2437,4,89,99,2437
4.0787473,8.772256,332.24316,60,3.656,701.82886,4.152,0.4565,-0.4607,4.203,2437,4,89,99,2437
