z,y,x,t,intensity_raw,total_intensity,feature_0,feature_1,feature_2,norm,particle,t_0,track_length,t_end,track_id
7.9999986,233.01047,267.33563,44,3.178,50.832657,-5.95,-1.571,-0.61,6.184,0,0,65,99,0
7.9999866,221.99963,267.97324,45,-1.319,-3.95673,-4.63,-7.297,1.138,8.72,0,0,65,99,0
0.1507687,229.95132,268.5949,49,2.092,177.83098,-1.0,0.9385,-0.5293,1.47,0,0,65,99,0
1.0010124,234.57808,261.43262,51,3.127,334.51526,6.98,4.4,0.422,8.26,0,0,65,99,0
1.0782418,235.9396,260.00058,52,4.15,464.53635,6.78,3.11,-0.2864,7.47,0,0,65,99,0
1.2261176,238.72287,258.10083,53,4.496,535.2053,7.5,3.69,-0.695,8.39,0,0,65,99,0
1.6726542,241.14606,256.48962,54,5.17,667.40674,11.74,2.682,-0.3027,12.055,0,0,65,99,0
0.0,253.39316,245.4301,56,0.7607,12.9311905,-4.227,2.139,0.1388,4.74,0,0,65,99,0
0.0,256.35907,237.46858,60,1.167,4.666668,-1.613,0.8916,0.4373,1.895,0,0,65,99,0
7.9999747,256.99918,235.99925,61,5.17,5.1714287,-10.23,1.137,-0.2408,10.29,0,0,65,99,0
7.9999933,258.51447,235.52916,62,1.731,6.927536,-5.52,-1.014,-0.669,5.652,0,0,65,99,0
7.999953,256.99847,232.99863,68,-5.016,-5.014286,-7.67,-0.1554,0.9175,7.727,0,0,65,99,0
7.9999933,264.5123,219.51233,71,4.918,19.666664,-3.055,0.889,-0.3884,3.203,0,0,65,99,0
7.9999948,271.20197,215.43602,72,4.254,21.264706,-7.02,-0.915,0.679,7.113,0,0,65,99,0
7.999966,264.99887,164.9993,75,-0.4429,-0.4428568,-12.35,1.708,-1.01,12.51,0,0,65,99,0
0.5284269,270.09406,164.78613,76,2.648,219.74138,0.04974,2.316,-0.426,2.355,0,0,65,99,0
0.39627534,270.90723,164.94926,77,2.273,206.89473,1.184,2.465,-0.3982,2.764,0,0,65,99,0
0.23148383,271.0179,163.03125,78,2.639,155.6848,1.252,2.123,0.4868,2.512,0,0,65,99,0
0.29999074,268.74664,162.38414,79,2.684,198.55093,2.87,3.666,-0.4233,4.67,0,0,65,99,0
0.30007285,269.32483,162.36044,80,2.955,180.25285,2.268,3.365,0.1632,4.062,0,0,65,99,0
0.2411469,269.34845,163.31697,81,1.676,77.105034,0.6367,3.932,-0.793,4.062,0,0,65,99,0
0.5471572,269.5487,163.24501,82,2.133,157.79495,0.8286,2.328,0.59,2.541,0,0,65,99,0
0.50457466,272.1484,159.33029,83,2.35,159.82753,1.643,1.438,-0.5225,2.244,0,0,65,99,0
0.5346392,273.37137,156.17911,84,2.594,254.13416,5.348,4.05,-0.1586,6.71,0,0,65,99,0
1.0835067,275.42947,152.01404,85,3.201,336.02887,3.887,3.615,-0.10876,5.312,0,0,65,99,0
1.0839126,275.16672,146.75026,86,3.203,445.28943,8.58,2.578,0.1915,8.96,0,0,65,99,0
1.1321213,276.34546,147.16365,87,3.404,462.96576,7.47,3.367,-0.7705,8.234,0,0,65,99,0
1.539802,276.4661,147.23749,88,3.18,460.94806,8.28,2.42,0.0262,8.625,0,0,65,99,0
1.3560742,276.51428,147.50974,89,4.06,511.14737,9.01,3.396,0.47,9.64,0,0,65,99,0
1.2483366,274.29437,147.35968,90,3.512,512.81964,9.37,2.008,-0.2186,9.58,0,0,65,99,0
1.2139523,275.0304,147.26476,91,3.346,441.54077,9.516,3.113,-0.2778,10.016,0,0,65,99,0
1.3913022,275.33237,147.52066,92,4.047,530.39386,7.934,4.566,-0.969,9.2,0,0,65,99,0
1.5528148,274.28403,147.30118,93,3.602,569.0245,9.7,1.937,-0.9556,9.94,0,0,65,99,0
7.999996,279.17255,147.1798,94,2.406,19.244278,-5.746,-0.05615,-0.0939,5.746,0,0,65,99,0
7.9999886,269.9996,139.5673,99,3.236,6.471428,-3.902,-2.174,0.4338,4.49,0,0,65,99,0
1.8052899,0.38307208,0.0,0,2.492,22.425983,-2.928,-2.514,1.569,4.168,1,0,14,29,1
0.0,0.0,23.0942,3,4.168,12.5,-12.01,-5.55,0.654,13.24,1,0,14,29,1
0.0,0.0,25.487764,5,6.523,13.047619,-13.35,1.0,-1.542,13.48,1,0,14,29,1
0.26704875,0.0,26.778248,7,1.787,19.660091,-8.086,-1.787,0.3772,8.29,1,0,14,29,1
0.0,4.5640187,29.999954,8,5.12,10.242857,-7.832,0.548,0.266,7.855,1,0,14,29,1
0.55162627,0.6668234,0.0,11,3.201,16.006409,-7.77,1.9,0.3203,8.01,1,0,14,29,1
7.999984,0.0,16.531216,16,1.546,3.09091,-10.93,-1.603,0.589,11.06,1,0,14,29,1
7.9999866,0.0,25.555605,17,3.154,6.3095245,-7.42,-0.9995,-0.086,7.49,1,0,14,29,1
1.7387254,3.9386168,41.055256,18,4.098,667.71075,8.484,1.446,-0.4478,8.62,1,0,14,29,1
3.8606658,4.1780705,48.268093,19,2.78,750.40137,5.848,-0.7446,0.2054,5.9,1,0,14,29,1
7.8011384,0.21549101,62.077274,20,2.352,25.86287,-9.58,-1.174,-0.5635,9.664,1,0,14,29,1
6.5294056,0.0,95.51462,22,1.679,6.7154465,-4.29,-2.389,0.756,4.97,1,0,14,29,1
7.9999986,0.92307675,81.711525,24,2.334,42.022026,-1.964,-1.089,0.3076,2.266,1,0,14,29,1
1.321269,1.74146,45.96953,29,5.8,591.5591,8.88,2.697,-0.05682,9.28,1,0,14,29,1
0.0,0.0,5.916585,0,5.88,17.637096,-11.016,-1.05,-0.833,11.1,2,0,5,4,2
7.9999876,0.0,10.4614935,1,6.24,12.476191,-10.05,-1.864,0.425,10.23,2,0,5,4,2
7.999996,0.1570532,17.512562,2,2.988,20.919579,-7.414,-1.01,0.339,7.492,2,0,5,4,2
7.9999948,0.0,24.046354,3,2.56,12.799998,-6.812,-2.117,1.02,7.203,2,0,5,4,2
6.999998,0.0,21.972588,4,2.207,28.68679,-5.242,-3.28,0.2732,6.19,2,0,5,4,2
0.0,0.0,26.416594,0,4.332,8.666666,-7.145,-1.825,0.2382,7.38,3,0,10,17,3
0.0,0.0,5.367771,2,2.777,11.111111,-7.355,-1.822,0.866,7.625,3,0,10,17,3
6.693902,0.0,8.076634,3,3.201,38.415695,-5.195,-3.385,0.3562,6.21,3,0,10,17,3
0.1586538,0.0,11.07692,6,3.123,37.47629,-5.652,-1.464,0.9316,5.914,3,0,10,17,3
0.0,0.0,15.493397,9,5.027,20.11111,-9.89,-4.18,-0.257,10.74,3,0,10,17,3
7.999996,0.0,8.999876,11,2.086,14.605075,-10.51,-1.562,0.4253,10.63,3,0,10,17,3
7.7068925,0.0,15.327578,13,4.973,29.824427,-6.992,-1.8955,-0.638,7.273,3,0,10,17,3
0.0,0.0,17.983454,14,3.037,21.260872,-7.45,-3.533,0.753,8.28,3,0,10,17,3
0.0,0.0,24.987812,15,1.91,9.550001,-4.54,-1.627,0.834,4.895,3,0,10,17,3
0.37712103,0.0,5.065557,17,3.125,21.86851,-7.7,0.6885,-0.502,7.746,3,0,10,17,3
0.0,0.0,111.56705,0,2.682,10.728394,-10.72,-1.121,-0.0507,10.77,4,0,14,22,4
7.999983,0.99999785,105.53548,1,-0.9644,-1.9285717,-6.023,-3.574,-0.332,7.01,4,0,14,22,4
7.9999905,0.30435392,95.2607,2,0.268,0.8043461,-7.51,-0.00878,0.4639,7.527,4,0,14,22,4
0.7717498,0.10288846,94.074005,3,1.882,35.75,-3.703,-1.268,0.58,3.957,4,0,14,22,4
0.0,0.0,90.922966,6,2.55,7.653226,-7.816,0.2142,0.2432,7.82,4,0,14,22,4
7.9999943,0.0,95.149536,8,3.38,16.899998,-10.086,0.07745,-0.02199,10.086,4,0,14,22,4
7.8239264,0.0,86.31678,9,0.6924,6.2292747,-4.21,-2.5,0.7334,4.953,4,0,14,22,4
7.999991,0.0,72.907265,10,3.227,9.677419,-5.67,-2.26,0.2712,6.11,4,0,14,22,4
7.748202,0.0,61.244392,11,3.762,30.095238,-9.48,-5.59,0.943,11.04,4,0,14,22,4
7.999993,0.0,64.67682,14,1.651,6.6049385,-6.113,-5.312,-0.2725,8.1,4,0,14,22,4
7.999997,0.7643976,69.04186,16,3.137,34.51267,-7.125,-1.296,-0.2041,7.242,4,0,14,22,4
7.9999957,0.0,78.05181,17,2.398,16.78598,-10.22,-0.8486,-0.01414,10.26,4,0,14,22,4
7.999977,0.0,130.99962,20,6.31,6.3095236,-7.973,-7.684,0.2744,11.08,4,0,14,22,4
7.9999948,0.32631558,122.92623,22,4.234,21.179247,-5.27,-3.678,0.4312,6.44,4,0,14,22,4
0.0,0.0,121.9884,0,4.047,20.224998,-9.27,-1.904,-0.657,9.49,5,0,15,33,5
7.734293,0.0,114.1886,2,3.836,30.690475,-9.484,-2.707,-0.596,9.88,5,0,15,33,5
7.9999948,5.80734,111.4095,3,1.9795,9.8970585,-8.07,-0.9985,-0.2966,8.13,5,0,15,33,5
7.999997,8.983546,107.568245,9,3.688,36.87851,-5.81,-0.3247,-1.6875,6.06,5,0,15,33,5
7.999998,12.78972,109.345146,10,2.72,40.81156,-9.74,1.468,-0.1528,9.85,5,0,15,33,5
7.9999976,8.788308,107.9523,11,1.93,21.226355,-3.871,0.6333,-0.0365,3.922,5,0,15,33,5
7.999999,16.715275,108.21063,13,2.547,63.691074,-7.14,0.9014,-0.3267,7.203,5,0,15,33,5
7.999985,16.99997,110.48445,17,1.114,2.2285728,-4.816,-1.345,-0.554,5.03,5,0,15,33,5
7.9999995,22.618675,105.64881,18,2.36,113.25871,-5.234,-1.607,-0.48,5.496,5,0,15,33,5
0.0,27.210524,104.33198,21,2.68,40.20735,-7.34,-0.8755,0.3845,7.402,5,0,15,33,5
0.0,22.499933,99.4997,24,-5.305,-10.608696,3.5,2.416,1.645,4.56,5,0,15,33,5
0.0,24.023155,106.418526,29,3.605,25.237072,-6.508,-0.00965,0.3506,6.516,5,0,15,33,5
0.0,32.582672,103.66919,30,2.377,54.68537,-9.266,0.3423,-0.1997,9.27,5,0,15,33,5
0.6816025,18.160334,95.27137,32,2.545,257.09695,5.047,3.207,-0.234,5.984,5,0,15,33,5
0.0,27.99995,80.61756,33,2.836,5.6714287,-7.832,4.188,-0.141,8.88,5,0,15,33,5
0.0,0.0,142.0577,0,4.066,12.2016115,-12.23,-1.608,-1.6045,12.44,6,0,10,19,6
0.0,0.0,136.12747,1,0.5215,1.564518,-3.863,1.21,-0.2253,4.055,6,0,10,19,6
7.9999957,0.0,127.55421,2,2.72,16.319328,-7.65,-4.797,0.7124,9.055,6,0,10,19,6
7.9999895,2.2857113,104.632515,5,1.862,5.5873785,-5.45,1.829,-0.4841,5.766,6,0,10,19,6
7.999985,0.0,103.4704,6,2.012,4.0238094,-5.234,-2.54,0.43,5.832,6,0,10,19,6
7.9999924,0.0,106.39972,10,1.7,6.8024673,-5.723,-5.594,0.0709,8.0,6,0,10,19,6
7.4421105,0.0,83.85495,14,3.223,25.783195,-9.24,-3.646,-0.1403,9.94,6,0,10,19,6
7.9999957,0.15322681,81.03605,15,4.723,28.330645,-7.94,-2.184,-0.4033,8.25,6,0,10,19,6
7.999997,6.7474203,82.1907,16,2.83,31.121426,-5.973,-0.7817,0.4458,6.043,6,0,10,19,6
7.999984,3.7036226,82.99983,19,-1.464,-2.9285717,-6.117,-0.7056,-0.525,6.18,6,0,10,19,6
0.30612513,0.0,234.53049,0,1.398,8.389311,-6.88,-0.937,-0.537,6.96,7,0,6,14,7
0.0,6.294024,225.98781,3,2.55,61.227264,-5.84,-1.136,0.4163,5.965,7,0,6,14,7
7.909745,0.17689526,228.76167,5,2.4,40.820545,-10.3,-1.96,-0.4524,10.484,7,0,6,14,7
7.999997,19.452658,222.82121,8,2.406,24.062504,-3.809,0.3577,-0.5293,3.861,7,0,6,14,7
7.9999986,24.170227,223.30438,9,1.7705,35.40472,-4.68,-0.2167,-0.1708,4.688,7,0,6,14,7
7.9999933,71.637566,242.56503,14,2.55,10.2029,-8.07,-1.598,0.279,8.234,7,0,6,14,7
0.0,0.0,265.99884,0,-1.452,-1.4523811,-9.22,-1.191,-0.434,9.305,8,0,32,57,8
0.0,0.0,266.48215,1,0.6904,1.3809528,-10.375,-1.993,-0.1002,10.56,8,0,32,57,8
7.9999957,0.0,272.58655,2,3.002,18.008402,-7.477,-1.413,-0.1765,7.613,8,0,32,57,8
7.9999914,0.0,295.0169,6,4.445,13.338711,-4.89,-4.516,-0.2734,6.66,8,0,32,57,8
7.5146422,0.0,303.64688,8,1.953,7.8125,-6.66,-5.605,0.2551,8.71,8,0,32,57,8
7.999995,0.0,305.97913,9,4.4,22.0,-5.57,-2.05,-0.4263,5.953,8,0,32,57,8
7.999994,0.0,299.38004,12,3.488,13.955414,-10.94,-2.828,-0.39,11.305,8,0,32,57,8
7.9999967,0.0,291.17532,14,4.863,34.043636,-6.92,-3.582,-0.4907,7.81,8,0,32,57,8
7.8611064,0.0,309.89795,16,4.137,24.822578,-9.555,-2.445,-0.0862,9.87,8,0,32,57,8
7.578909,0.0,356.2981,18,1.532,10.727563,-9.72,-5.207,-0.4482,11.03,8,0,32,57,8
7.9999957,0.0,359.6257,19,2.049,12.296139,-8.95,-0.9575,0.2764,9.01,8,0,32,57,8
7.999996,0.0,356.5562,22,2.143,17.142395,-8.52,-1.306,0.6426,8.65,8,0,32,57,8
7.999997,2.7924402,366.21365,26,1.028,10.28665,-5.14,-2.033,-0.4346,5.547,8,0,32,57,8
7.999989,0.0,364.5521,27,4.0,8.0,-10.664,-0.664,0.2167,10.69,8,0,32,57,8
7.9999976,0.8863634,372.7817,28,3.666,43.985634,-1.237,-1.192,0.2568,1.737,8,0,32,57,8
7.9999948,0.0,386.14557,29,3.256,16.275,-6.434,-4.363,0.2267,7.777,8,0,32,57,8
7.9999795,0.0,391.999,30,7.953,7.952381,-8.76,-7.355,1.095,11.49,8,0,32,57,8
7.9999957,0.0,390.35828,31,4.363,26.184875,-14.19,-0.587,0.7026,14.22,8,0,32,57,8
7.9999957,0.0,385.9374,32,1.801,12.605075,-8.95,-3.547,-0.572,9.65,8,0,32,57,8
7.9999933,0.0,378.2025,33,4.66,18.641975,-13.02,-0.8896,0.982,13.09,8,0,32,57,8
0.0,0.8911177,365.32037,34,3.787,34.090904,-7.742,1.203,-0.04758,7.836,8,0,32,57,8
0.0,0.0,340.71204,39,3.342,13.370369,-5.19,-2.926,0.767,6.008,8,0,32,57,8
3.0362875,0.0,338.9149,42,3.123,28.103622,-0.571,-1.536,0.456,1.701,8,0,32,57,8
0.0,9.2153635,339.4151,46,6.68,20.04327,-1.661,2.73,-1.718,3.629,8,0,32,57,8
0.35394466,0.0,337.56625,47,4.71,28.267178,-6.805,-4.89,1.184,8.46,8,0,32,57,8
0.0,0.9157356,333.36832,49,1.171,14.049995,-5.547,1.957,0.4587,5.9,8,0,32,57,8
2.2352912,0.0,334.58783,51,2.957,8.868931,-9.99,-0.497,0.908,10.05,8,0,32,57,8
7.9999948,0.0,337.17233,52,3.22,16.099998,-10.32,-1.253,-0.06714,10.4,8,0,32,57,8
0.0,0.35127875,335.34222,53,0.995,6.9647417,-5.723,-0.3567,1.334,5.887,8,0,32,57,8
2.999992,0.0,335.99908,55,8.1,8.1,0.0813,-5.457,0.3306,5.47,8,0,32,57,8
0.0,1.0695088,334.2304,56,2.084,29.165924,-6.94,1.226,-0.0547,7.05,8,0,32,57,8
0.0,2.8064396,335.3761,57,1.277,7.665001,-13.375,1.612,-0.4302,13.48,8,0,32,57,8
1.5875368,0.0,340.01306,0,3.115,68.52697,-5.152,-3.629,-0.05408,6.3,9,0,4,3,9
0.0,0.0,340.99918,1,11.45,11.452381,-3.037,2.223,0.6904,3.828,9,0,4,3,9
0.0,0.0,354.631,2,5.5,11.0,-11.28,-2.229,-0.03058,11.5,9,0,4,3,9
7.774805,0.0,375.12637,3,2.45,31.83834,-5.797,-3.04,0.929,6.61,9,0,4,3,9
0.0,0.0,349.6288,0,-1.714,-3.4285698,-4.773,1.743,-0.1024,5.082,10,0,19,28,10
7.999997,2.378512,350.63266,1,1.704,18.74194,-4.62,-2.703,0.433,5.37,10,0,19,28,10
7.9999895,3.9999948,352.4415,2,6.645,13.285715,-2.928,0.5317,0.588,3.033,10,0,19,28,10
0.0,0.0,349.03668,3,3.652,10.959678,-2.588,-0.3079,0.003765,2.605,10,0,19,28,10
0.0,0.0,342.357,5,5.484,43.85987,-11.59,-4.67,-0.3035,12.51,10,0,19,28,10
0.0,0.38232037,342.30484,8,3.06,48.95523,-7.387,-0.6587,0.2074,7.418,10,0,19,28,10
0.0,0.0,348.1696,9,3.738,11.217741,-14.445,-0.2468,-1.128,14.484,10,0,19,28,10
0.0,0.0,339.49957,12,3.457,13.82716,-5.66,1.315,0.405,5.824,10,0,19,28,10
1.3899583,3.4114428,329.88367,14,3.527,529.2243,8.92,3.926,-0.6304,9.766,10,0,19,28,10
1.5501162,7.0134706,326.53992,15,2.527,379.20224,2.332,-0.00586,-0.00957,2.332,10,0,19,28,10
0.72134256,9.670911,324.70862,16,3.209,362.67163,6.414,2.65,-0.2854,6.945,10,0,19,28,10
0.64350015,13.762777,323.30673,17,2.205,220.44632,4.06,2.824,-0.05396,4.945,10,0,19,28,10
0.6404542,13.361502,321.8371,18,2.51,223.34792,5.22,2.326,0.604,5.746,10,0,19,28,10
0.9237255,19.068026,322.0767,19,2.027,229.1068,5.62,2.674,0.95,6.297,10,0,19,28,10
0.27860743,23.42641,323.039,20,2.031,213.38002,1.643,1.902,0.3162,2.533,10,0,19,28,10
7.999997,19.891756,325.2801,25,1.012,10.113499,-8.38,2.32,-0.05945,8.695,10,0,19,28,10
7.999999,16.22949,321.2489,26,2.342,65.58969,-4.844,-2.082,-0.2299,5.277,10,0,19,28,10
7.9999976,20.67017,323.93607,27,2.22,24.418335,-6.523,-2.734,-0.72,7.11,10,0,19,28,10
0.0,26.946228,321.42462,28,0.81,9.722511,-7.54,2.803,0.4197,8.055,10,0,19,28,10
0.0,0.0,414.12012,0,2.3,11.499999,-4.297,-1.92,0.0934,4.707,11,0,6,11,11
0.0,2.4826925,407.99915,1,-0.464,-0.9280567,-7.12,2.701,-0.09985,7.617,11,0,6,11,11
7.9999895,0.0,411.15945,5,2.36,7.0806446,-9.766,-3.242,-0.7407,10.32,11,0,6,11,11
7.7852316,0.0,406.5099,6,4.773,38.173653,-9.5,-2.055,-0.03888,9.72,11,0,6,11,11
0.0,5.9999914,425.45178,9,6.3,12.6,-10.34,-2.346,-1.665,10.734,11,0,6,11,11
0.0,17.858147,442.98557,11,2.758,22.068703,-5.54,0.7505,0.0758,5.59,11,0,6,11,11
0.67587566,1.4862175,510.83783,0,2.79,36.258476,-6.11,2.479,0.2678,6.598,13,0,7,18,13
0.0,4.642384,510.99973,1,4.25,25.506327,-8.35,2.17,-0.1522,8.625,13,0,7,18,13
1.0279831,0.10279831,510.76608,2,0.3623,2.5360336,-4.754,-0.924,1.1045,4.97,13,0,7,18,13
7.9999914,0.0,478.12234,8,4.03,12.096774,-9.84,-2.39,-1.375,10.22,13,0,7,18,13
7.999995,0.0,484.4812,13,4.26,25.563023,-9.36,-4.23,-0.01161,10.27,13,0,7,18,13
7.9999986,12.3753805,472.0712,15,3.277,55.70662,-1.86,-2.523,-0.2178,3.143,13,0,7,18,13
0.0,0.0,437.91452,18,2.355,7.0672264,-13.04,-2.695,-0.089,13.31,13,0,7,18,13
0.0,3.7762332,15.794247,0,3.082,49.29875,-5.43,0.0951,0.0527,5.43,14,0,9,13,14
0.0,0.5209882,32.453835,3,2.26,15.822225,-1.861,-0.4817,0.647,2.03,14,0,9,13,14
7.99999,0.0,33.245243,5,3.102,9.306452,-7.652,-1.459,-0.565,7.81,14,0,9,13,14
5.3968053,0.0,37.238068,7,6.582,39.48872,-3.426,-6.92,0.4316,7.734,14,0,9,13,14
7.9999857,0.0,29.588182,8,2.75,5.5,-8.51,-0.0374,0.2302,8.51,14,0,9,13,14
7.999999,1.4009489,24.200533,9,2.844,68.26821,-6.047,-2.383,-0.6606,6.535,14,0,9,13,14
7.999996,2.8846362,22.346077,10,4.61,32.272728,-10.086,0.09595,-0.2566,10.09,14,0,9,13,14
7.999977,5.999983,15.999954,12,3.8,3.7999992,-0.547,-4.004,1.174,4.207,14,0,9,13,14
0.0,9.657889,19.043848,13,0.8374,5.8620644,-4.523,2.023,0.0168,4.957,14,0,9,13,14
1.4662491,6.916718,81.797966,0,3.227,522.61707,6.516,1.173,-0.0669,6.62,15,0,15,14,15
1.376828,6.4081984,82.50136,1,3.826,512.83624,7.094,1.363,-0.2081,7.223,15,0,15,14,15
1.3545318,7.0316777,83.00464,2,3.283,423.4622,5.312,1.966,-0.1481,5.668,15,0,15,14,15
1.3934847,6.263426,82.48958,3,3.307,466.18228,7.953,1.134,0.7305,8.07,15,0,15,14,15
1.2603238,5.830895,82.35797,4,3.342,471.19687,6.08,2.066,-0.4136,6.434,15,0,15,14,15
1.0755149,5.658083,82.34645,5,3.592,423.81253,7.055,4.05,0.123,8.13,15,0,15,14,15
1.1544783,6.064761,83.174835,6,3.043,359.01935,3.865,2.615,0.5977,4.707,15,0,15,14,15
1.2102482,6.5537643,84.08235,7,4.17,450.47006,3.725,2.666,-0.0539,4.582,15,0,15,14,15
1.2835534,6.795299,83.949356,8,3.715,512.64417,4.0,2.086,-0.3044,4.52,15,0,15,14,15
1.3096949,7.2996955,83.23619,9,3.244,421.75195,5.613,0.7197,-0.923,5.734,15,0,15,14,15
1.0367756,7.2837563,83.239914,10,2.887,355.10785,4.93,2.287,-0.1755,5.438,15,0,15,14,15
1.1008794,7.1618705,83.680954,11,4.145,501.51147,4.824,0.9404,-0.4421,4.934,15,0,15,14,15
1.0177807,6.9533477,83.69475,12,2.742,356.40125,4.2,-0.01538,-0.513,4.23,15,0,15,14,15
0.0,7.3274007,84.37009,13,1.654,28.125,-5.188,1.121,0.3567,5.316,15,0,15,14,15
0.0,0.0,80.56712,14,3.137,18.815125,-8.875,-0.03073,0.144,8.875,15,0,15,14,15
0.0,6.7281446,430.7029,0,3.037,42.525955,-7.676,-0.627,-0.2915,7.707,16,0,7,11,16
0.0,7.193016,423.96436,1,5.723,57.234375,-6.902,-1.978,-0.2068,7.184,16,0,7,11,16
7.999997,6.0965376,417.8689,2,3.65,29.198471,-6.043,1.169,-0.7,6.2,16,0,7,11,16
7.9999943,0.0,421.07474,4,2.0,10.0,-9.16,-2.75,0.1052,9.56,16,0,7,11,16
7.99999,0.0,417.01907,5,3.041,9.120967,-7.31,-4.59,-1.06,8.695,16,0,7,11,16
0.0,0.0,445.54477,10,1.773,3.5476189,-3.6,-0.1393,0.748,3.68,16,0,7,11,16
0.0,0.0,447.43042,11,2.768,11.074074,-11.516,-3.955,0.1345,12.18,16,0,7,11,16
0.5393253,6.012836,494.61676,0,2.758,446.87122,4.92,1.405,-0.899,5.195,17,0,26,39,17
0.8208657,7.296757,492.39392,1,3.559,651.39087,7.664,2.459,-0.846,8.09,17,0,26,39,17
1.1997432,11.648554,489.26013,2,3.201,406.43762,6.117,3.416,-1.18,7.105,17,0,26,39,17
1.2466713,11.365054,490.0083,3,3.254,423.0398,8.836,4.1,0.4744,9.75,17,0,26,39,17
1.3671529,10.825563,490.8152,4,2.598,337.67834,9.29,3.275,-0.815,9.89,17,0,26,39,17
1.4695071,9.936401,491.24112,5,3.02,431.79587,10.65,1.428,-0.4043,10.75,17,0,26,39,17
1.4548548,10.343901,492.1452,6,2.998,443.74167,8.06,3.443,-0.964,8.82,17,0,26,39,17
1.1547604,10.115084,491.86877,7,3.37,468.18158,8.516,2.197,0.0401,8.79,17,0,26,39,17
1.4727876,11.139321,492.3414,8,4.098,590.317,8.66,2.416,-0.2876,8.99,17,0,26,39,17
1.4308146,11.098469,491.72302,9,3.727,454.53503,7.273,3.184,-0.2935,7.945,17,0,26,39,17
1.1105849,11.4987,492.2344,10,4.027,495.59076,6.953,3.16,-0.4834,7.652,17,0,26,39,17
1.0476623,11.520418,491.48883,11,3.836,502.52185,8.31,4.176,-0.877,9.34,17,0,26,39,17
1.187108,11.709493,492.29453,12,4.656,619.4397,6.773,3.795,-0.539,7.78,17,0,26,39,17
0.9142992,15.497159,487.31818,13,3.771,411.15173,8.61,3.174,0.2433,9.18,17,0,26,39,17
